,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
DES_baseline_new_010,0.5491376432624904,0.16725352112676056,0.0,1.0,0.09125840537944284,1.0,0.0
DES_combined_new_010,0.47895849560476245,0.16740088105726872,,1.0,0.09134615384615384,,
DES_baseline_new_020,0.4912262156448204,0.16725352112676056,0.0,1.0,0.09125840537944284,1.0,0.0
DES_combined_new_020,0.4909591632357851,0.16725352112676056,,1.0,0.09125840537944284,,
DES_baseline_new_030,0.5491376432624904,0.16740088105726872,0.03251280443811776,1.0,0.09134615384615384,0.9989429175475687,0.0
DES_combined_new_030,0.3830421720262601,0.16740088105726872,,1.0,0.09134615384615384,,
DES_baseline_new_050,0.5476132190942473,0.16740088105726872,0.03251280443811776,1.0,0.09134615384615384,0.9989429175475687,0.0
DES_combined_new_050,0.5666518304217203,0.16740088105726872,,1.0,0.09134615384615384,,
DES_baseline_new_070,0.5494603315900746,0.16725352112676056,0.0,1.0,0.09125840537944284,1.0,0.0
DES_combined_new_070,0.34458662512518085,0.16725352112676056,,1.0,0.09125840537944284,,
DES_baseline_new_100,0.5496717480805609,0.0,0.0,0.0,0.0,0.007399577167019027,1.0
DES_combined_new_100,0.5458662512518082,0.0,,0.0,0.0,,
