,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
retrain_none_chrono,0.8644544111730643,0.13472101763515468,0.7828978365025979,0.8118466898954704,0.07345523329129887,0.24501875781575658,0.18815331010452963
finetune_none_chrono,0.8759160683966751,0.28110161443494774,0.6993646266330205,0.5156794425087108,0.19321148825065274,0.051521467278032515,0.4843205574912892
retrain_undersampling_chrono,0.8632731698602641,0.1341927922648696,0.7779463238421757,0.7979094076655052,0.07325655790147152,0.24151729887453105,0.20209059233449478
finetune_undersampling_chrono,0.8793899316352777,0.26238532110091745,0.686179448372002,0.49825783972125437,0.1780821917808219,0.05502292621925802,0.5017421602787456
retrain_hybrid_chrono,0.8046903980026522,0.13363705391040243,0.7086951102432456,0.6132404181184669,0.0749893481039625,0.18099208003334724,0.3867595818815331
finetune_hybrid_chrono,0.8551745573431438,0.19358669833729217,0.7138041085824854,0.5679442508710801,0.11667859699355762,0.10287619841600668,0.43205574912891986
DES_KNORAE_chrono,0.8559588562597946,0.22237860661505982,0.7111456543225257,0.5505226480836237,0.13932980599647266,0.08136723634847853,0.44947735191637633
retrain_none_blockcv,0.7374618137411235,0.23488773747841105,0.6806510863383193,0.6396989651928504,0.1438544531415274,0.2757751277683135,0.3603010348071496
finetune_none_blockcv,0.6677641146124642,0.1992427827733081,0.567492571549366,0.39604891815616183,0.1331014859310781,0.18684838160136286,0.6039510818438382
retrain_undersampling_blockcv,0.7394458485114129,0.2264720684448918,0.6725055916882752,0.6349952963311383,0.13781135157207022,0.28776831345826237,0.36500470366886173
finetune_undersampling_blockcv,0.6594157834934076,0.19279320633463393,0.5636744674074298,0.3951081843838194,0.12750455373406194,0.19584327086882453,0.6048918156161807
retrain_hybrid_blockcv,0.7120742458504346,0.23286079479432953,0.6191453004006933,0.47130761994355597,0.15462962962962962,0.18664395229982964,0.528692380056444
finetune_hybrid_blockcv,0.6503517895576949,0.18260633974532647,0.5172371795632965,0.31702728127939794,0.128234398782344,0.15611584327086883,0.6829727187206021
DES_KNORAE_blockcv,0.7060872686828604,0.2509386733416771,0.5768115853559057,0.37723424270931327,0.18799812470698546,0.11802385008517888,0.6227657572906867
