,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
retrain_none,0.5718148436630689,0.13866666666666666,0.44743746971702814,0.2736842105263158,0.09285714285714286,0.26849894291754756,0.7263157894736842
retrain_undersampling,0.5615833982419051,0.1544885177453027,0.49660021401562543,0.3894736842105263,0.09635416666666667,0.3668076109936575,0.6105263157894737
retrain_oversampling,0.5629965505730499,0.1375,0.3304238589457298,0.11578947368421053,0.16923076923076924,0.05708245243128964,0.8842105263157894
retrain_hybrid,0.5907421831534438,0.0,0.0,0.0,0.0,0.014799154334038054,1.0
finetune_none,0.5541504395237565,0.16032064128256512,0.5089605453905194,0.42105263157894735,0.09900990099009901,0.38477801268498946,0.5789473684210527
finetune_undersampling,0.549376877712251,0.14937759336099585,0.48820515673636766,0.37894736842105264,0.09302325581395349,0.37103594080338265,0.6210526315789474
finetune_oversampling,0.5530377211527763,0.0,0.0,0.0,0.0,0.0,1.0
finetune_hybrid,0.575369978858351,0.0,0.0,0.0,0.0,0.0,1.0
ensemble_old_3,0.5490041170579727,0.16725352112676056,0.0,1.0,0.09125840537944284,1.0,0.0
ensemble_new_3,0.5478135084010236,0.0,0.0,0.0,0.0,0.0,1.0
ensemble_all_6,0.5440525203071103,0.1831831831831832,0.5440023694304299,0.6421052631578947,0.10683012259194395,0.5391120507399577,0.35789473684210527
ensemble_2_old_hybrid_new_hybrid,0.5912262156448203,0.21161290322580645,0.5634938458784974,0.8631578947368421,0.12058823529411765,0.6321353065539113,0.1368421052631579
ensemble_3_type_a,0.5638199621675754,0.16725352112676056,0.0,1.0,0.09125840537944284,1.0,0.0
ensemble_3_type_b,0.5737454100367197,0.0,0.0,0.0,0.0,0.0,1.0
