,AUC,F1,Precision,Recall
retrain,0.5529475824016263,0.0,0.0,0.0
finetune,0.6134165819660229,0.0,0.0,0.0
ensemble_old_3,0.5159503412225933,0.12607449856733524,0.07017543859649122,0.6197183098591549
ensemble_new_3,0.6043487730506751,0.0,0.0,0.0
ensemble_all_6,0.5124727747930885,0.0,0.0,0.0
ensemble_2_old_hybrid_new_hybrid,0.5768041237113402,0.16560509554140126,0.1511627906976744,0.18309859154929578
ensemble_3_type_a,0.5105924205023958,0.13090909090909092,0.07515657620041753,0.5070422535211268
ensemble_3_type_b,0.5823072455350661,0.0,0.0,0.0
