old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.6246,0.6299,0.6077,0.6154,0.6194
2yr,0.6393,0.6370,0.6247,0.6316,0.6332
3yr,0.6515,0.6547,0.6425,0.6457,0.6486
4yr,0.6502,0.6489,0.6447,0.6461,0.6475
5yr,0.6555,0.6587,0.6470,0.6562,0.6543
6yr,0.6581,0.6587,0.6508,0.6557,0.6558
7yr,0.6628,0.6613,0.6538,0.6574,0.6588
avg,0.6489,0.6499,0.6387,0.6440,0.6454
