new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.5035,0.4859,0.4758,0.5136,0.4947
6yr,0.4961,0.4569,0.5205,0.3683,0.4604
5yr,0.4753,0.4961,0.4472,0.4066,0.4563
4yr,0.5639,0.3996,0.4721,0.5251,0.4902
3yr,0.4056,0.4024,0.4365,0.3955,0.4100
2yr,0.3636,0.3922,0.4647,0.3950,0.4039
1yr,0.5335,0.4181,0.3240,0.2930,0.3921
avg,0.4774,0.4359,0.4487,0.4139,0.4439
