new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.4965,0.5141,0.5242,0.4864,0.5053
6yr,0.5039,0.5431,0.4795,0.6317,0.5396
5yr,0.5247,0.5039,0.5528,0.5934,0.5437
4yr,0.4361,0.6004,0.5279,0.4749,0.5098
3yr,0.5944,0.5976,0.5635,0.6045,0.5900
2yr,0.6364,0.6078,0.5353,0.6050,0.5961
1yr,0.4665,0.5819,0.6760,0.7070,0.6079
avg,0.5226,0.5641,0.5513,0.5861,0.5561
