new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.1755,0.1807,0.1763,0.1743,0.1767
6yr,0.1760,0.1846,0.1726,0.1997,0.1832
5yr,0.1763,0.1763,0.1877,0.1936,0.1835
4yr,0.1667,0.2033,0.1712,0.1635,0.1762
3yr,0.2001,0.1935,0.1832,0.1913,0.1920
2yr,0.2105,0.2002,0.1723,0.1904,0.1934
1yr,0.1730,0.1889,0.1906,0.2181,0.1927
avg,0.1826,0.1897,0.1791,0.1901,0.1854
