old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5880,0.5904,0.5480,0.5575,0.5710
2yr,0.5849,0.5820,0.5832,0.5926,0.5857
3yr,0.6054,0.6077,0.6050,0.5853,0.6008
4yr,0.6065,0.6000,0.5893,0.5950,0.5977
5yr,0.5934,0.6043,0.5900,0.6023,0.5975
6yr,0.5724,0.5958,0.5828,0.5863,0.5843
7yr,0.6065,0.5928,0.6011,0.5934,0.5984
avg,0.5939,0.5961,0.5856,0.5875,0.5908
