new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2603,0.2634,0.2573,0.2603,0.2603
6yr,0.2598,0.2629,0.2593,0.2590,0.2603
5yr,0.2572,0.2602,0.2644,0.2623,0.2610
4yr,0.2573,0.2695,0.2513,0.2494,0.2569
3yr,0.2680,0.2614,0.2580,0.2579,0.2613
2yr,0.2667,0.2651,0.2514,0.2569,0.2600
1yr,0.2613,0.2602,0.2400,0.2501,0.2529
avg,0.2615,0.2633,0.2545,0.2566,0.2590
