old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.4213,0.4066,0.6022,0.5750,0.5013
2yr,0.4965,0.5090,0.4675,0.3784,0.4629
3yr,0.4093,0.4329,0.3779,0.5233,0.4359
4yr,0.4481,0.4545,0.5007,0.4836,0.4717
5yr,0.5118,0.4458,0.5095,0.4753,0.4856
6yr,0.5828,0.5035,0.5408,0.5339,0.5403
7yr,0.4624,0.5155,0.4850,0.5201,0.4957
avg,0.4760,0.4668,0.4977,0.4985,0.4848
