old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5787,0.5934,0.3978,0.4250,0.4987
2yr,0.5035,0.4910,0.5325,0.6216,0.5371
3yr,0.5907,0.5671,0.6221,0.4767,0.5641
4yr,0.5519,0.5455,0.4993,0.5164,0.5283
5yr,0.4882,0.5542,0.4905,0.5247,0.5144
6yr,0.4172,0.4965,0.4592,0.4661,0.4597
7yr,0.5376,0.4845,0.5150,0.4799,0.5043
avg,0.5240,0.5332,0.5023,0.5015,0.5152
