old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2335,0.2347,0.2303,0.2310,0.2324
2yr,0.2401,0.2399,0.2333,0.2358,0.2373
3yr,0.2474,0.2523,0.2451,0.2484,0.2483
4yr,0.2537,0.2480,0.2463,0.2486,0.2492
5yr,0.2552,0.2510,0.2499,0.2550,0.2528
6yr,0.2592,0.2554,0.2520,0.2541,0.2552
7yr,0.2567,0.2556,0.2562,0.2584,0.2568
avg,0.2494,0.2481,0.2447,0.2473,0.2474
