new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.6013,0.5986,0.5914,0.6039,0.5988
6yr,0.5990,0.5890,0.6048,0.5509,0.5859
5yr,0.5912,0.5993,0.5865,0.5697,0.5867
4yr,0.6120,0.5701,0.5861,0.5975,0.5914
3yr,0.5721,0.5674,0.5790,0.5628,0.5703
2yr,0.5519,0.5648,0.5840,0.5621,0.5657
1yr,0.6094,0.5733,0.5204,0.5063,0.5524
avg,0.5910,0.5804,0.5789,0.5647,0.5788
