split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_1+15,Old,none,0.500879,0.044231,0.485082,0.592334,0.022973,0.602751,0.407666
split_1+15,Old,undersampling,0.502451,0.042071,0.477045,0.543554,0.021882,0.581326,0.456446
split_1+15,Old,oversampling,0.452191,0.042790,0.441818,0.668990,0.022102,0.708212,0.331010
split_1+15,Old,hybrid,0.471981,0.039042,0.463614,0.477352,0.020354,0.549729,0.522648
split_1+15,New,none,0.712746,0.103078,0.634744,0.501742,0.057439,0.196999,0.498258
split_1+15,New,undersampling,0.713410,0.112618,0.630398,0.477352,0.063840,0.167486,0.522648
split_1+15,New,oversampling,0.700162,0.113850,0.612762,0.442509,0.065329,0.151480,0.557491
split_1+15,New,hybrid,0.718458,0.099487,0.647823,0.540070,0.054790,0.222926,0.459930
split_1+15,Retrain,none,0.707463,0.108741,0.615157,0.452962,0.061787,0.164569,0.547038
split_1+15,Retrain,undersampling,0.708118,0.107143,0.617671,0.459930,0.060634,0.170488,0.540070
split_1+15,Retrain,oversampling,0.695768,0.103978,0.615339,0.459930,0.058615,0.176740,0.540070
split_1+15,Retrain,hybrid,0.712254,0.103627,0.628718,0.487805,0.057971,0.189662,0.512195
split_1+15,Finetune,none,0.705480,0.112745,0.632251,0.480836,0.063859,0.168654,0.519164
split_1+15,Finetune,undersampling,0.706036,0.094034,0.627316,0.505226,0.051841,0.221092,0.494774
split_1+15,Finetune,oversampling,0.692519,0.111355,0.611255,0.442509,0.063691,0.155648,0.557491
split_1+15,Finetune,hybrid,0.712121,0.109756,0.624871,0.470383,0.062126,0.169904,0.529617
split_2+14,Old,none,0.542443,0.051390,0.503053,0.763066,0.026591,0.668362,0.236934
split_2+14,Old,undersampling,0.541435,0.050847,0.497265,0.763066,0.026300,0.675948,0.236934
split_2+14,Old,oversampling,0.503809,0.048547,0.486731,0.724739,0.025115,0.673114,0.275261
split_2+14,Old,hybrid,0.532730,0.050252,0.503334,0.728223,0.026024,0.652105,0.271777
split_2+14,New,none,0.717008,0.126471,0.623396,0.449477,0.073588,0.135390,0.550523
split_2+14,New,undersampling,0.717776,0.133825,0.622706,0.442509,0.078833,0.123718,0.557491
split_2+14,New,oversampling,0.706089,0.122429,0.613477,0.435540,0.071225,0.135890,0.564460
split_2+14,New,hybrid,0.720282,0.107716,0.633713,0.491289,0.060489,0.182576,0.508711
split_2+14,Finetune,none,0.703901,0.098757,0.629145,0.498258,0.054810,0.205586,0.501742
split_2+14,Finetune,undersampling,0.704200,0.104800,0.614182,0.456446,0.059196,0.173572,0.543554
split_2+14,Finetune,oversampling,0.694238,0.108642,0.618726,0.459930,0.061596,0.167653,0.540070
split_2+14,Finetune,hybrid,0.706547,0.105031,0.634830,0.498258,0.058703,0.191163,0.501742
split_3+13,Old,none,0.572056,0.050780,0.491020,0.777003,0.026248,0.689704,0.222997
split_3+13,Old,undersampling,0.570789,0.057143,0.506363,0.344948,0.031152,0.256690,0.655052
split_3+13,Old,oversampling,0.521328,0.049389,0.493226,0.731707,0.025557,0.667528,0.268293
split_3+13,Old,hybrid,0.556171,0.051541,0.515726,0.728223,0.026716,0.634764,0.271777
split_3+13,New,none,0.722774,0.128713,0.626441,0.452962,0.075014,0.133639,0.547038
split_3+13,New,undersampling,0.723082,0.145613,0.605624,0.407666,0.088636,0.100292,0.592334
split_3+13,New,oversampling,0.714205,0.142163,0.604528,0.407666,0.086093,0.103543,0.592334
split_3+13,New,hybrid,0.728696,0.126644,0.625446,0.452962,0.073613,0.136390,0.547038
split_3+13,Finetune,none,0.703792,0.086981,0.628239,0.529617,0.047382,0.254773,0.470383
split_3+13,Finetune,undersampling,0.704184,0.085818,0.629097,0.536585,0.046638,0.262443,0.463415
split_3+13,Finetune,oversampling,0.695015,0.105351,0.605468,0.439024,0.059857,0.164985,0.560976
split_3+13,Finetune,hybrid,0.709160,0.101961,0.632142,0.498258,0.056791,0.197999,0.501742
split_4+12,Old,none,0.585169,0.052736,0.509641,0.783972,0.027286,0.668695,0.216028
split_4+12,Old,undersampling,0.584641,0.052028,0.499448,0.790941,0.026899,0.684619,0.209059
split_4+12,Old,oversampling,0.544797,0.050380,0.522253,0.658537,0.026192,0.585827,0.341463
split_4+12,Old,hybrid,0.577997,0.053432,0.532350,0.728223,0.027734,0.610838,0.271777
split_4+12,New,none,0.725182,0.142212,0.623926,0.439024,0.084848,0.113297,0.560976
split_4+12,New,undersampling,0.725262,0.138344,0.624539,0.442509,0.081988,0.118549,0.557491
split_4+12,New,oversampling,0.716987,0.137852,0.609605,0.418118,0.082531,0.111213,0.581882
split_4+12,New,hybrid,0.732569,0.123239,0.642475,0.487805,0.070529,0.153814,0.512195
split_4+12,Finetune,none,0.705312,0.096774,0.624074,0.491289,0.053673,0.207253,0.508711
split_4+12,Finetune,undersampling,0.705697,0.095936,0.627853,0.501742,0.053039,0.214339,0.498258
split_4+12,Finetune,oversampling,0.693825,0.105263,0.605408,0.439024,0.059801,0.165152,0.560976
split_4+12,Finetune,hybrid,0.709330,0.101829,0.630419,0.494774,0.056755,0.196749,0.505226
split_5+11,Old,none,0.594346,0.053808,0.535014,0.452962,0.028603,0.368070,0.547038
split_5+11,Old,undersampling,0.594971,0.053132,0.537585,0.477352,0.028131,0.394581,0.522648
split_5+11,Old,oversampling,0.567425,0.051425,0.469353,0.289199,0.028222,0.238266,0.710801
split_5+11,Old,hybrid,0.608854,0.059619,0.539144,0.414634,0.032119,0.298958,0.585366
split_5+11,New,none,0.726155,0.142690,0.615615,0.425087,0.085734,0.108462,0.574913
split_5+11,New,undersampling,0.725880,0.151534,0.616289,0.421603,0.092366,0.099125,0.578397
split_5+11,New,oversampling,0.720149,0.138702,0.618431,0.432056,0.082612,0.114798,0.567944
split_5+11,New,hybrid,0.735702,0.152866,0.614475,0.418118,0.093531,0.096957,0.581882
split_5+11,Finetune,none,0.705851,0.096311,0.623614,0.491289,0.053389,0.208420,0.508711
split_5+11,Finetune,undersampling,0.706506,0.095556,0.625934,0.498258,0.052846,0.213672,0.501742
split_5+11,Finetune,oversampling,0.694926,0.102970,0.611030,0.452962,0.058088,0.175740,0.547038
split_5+11,Finetune,hybrid,0.709457,0.101671,0.636610,0.508711,0.056480,0.203335,0.491289
split_6+10,Old,none,0.609336,0.063152,0.527327,0.369338,0.034528,0.247103,0.630662
split_6+10,Old,undersampling,0.611043,0.061026,0.529878,0.383275,0.033153,0.267445,0.616725
split_6+10,Old,oversampling,0.586013,0.057563,0.498749,0.327526,0.031554,0.240517,0.672474
split_6+10,Old,hybrid,0.623992,0.072148,0.548069,0.386760,0.039785,0.223343,0.613240
split_6+10,New,none,0.726111,0.154161,0.598947,0.393728,0.095844,0.088870,0.606272
split_6+10,New,undersampling,0.726451,0.161850,0.598496,0.390244,0.102097,0.082118,0.609756
split_6+10,New,oversampling,0.719825,0.132149,0.605320,0.414634,0.078600,0.116298,0.585366
split_6+10,New,hybrid,0.734108,0.166911,0.604365,0.397213,0.105653,0.080450,0.602787
split_6+10,Finetune,none,0.705770,0.096220,0.621955,0.487805,0.053374,0.207003,0.512195
split_6+10,Finetune,undersampling,0.706383,0.096346,0.629795,0.505226,0.053250,0.214923,0.494774
split_6+10,Finetune,oversampling,0.695064,0.103053,0.619830,0.470383,0.057865,0.183243,0.529617
split_6+10,Finetune,hybrid,0.708267,0.101434,0.634824,0.505226,0.056376,0.202334,0.494774
split_7+9,Old,none,0.616960,0.060792,0.528004,0.379791,0.033040,0.265944,0.620209
split_7+9,Old,undersampling,0.620437,0.061219,0.541198,0.411150,0.033072,0.287620,0.588850
