fs_tag,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
ga_r20,0.5626397561,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
ga_r50,0.5963554523,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
ga_r80,0.5570567736,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0030927835,1.0000000000
