fs_tag,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
ga_r20,0.6180021800,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
ga_r50,0.5304647978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
ga_r80,0.5267125968,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
