Ticker,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX
Date,Open,High,Low,Close,Volume,Returns,Log_Returns,SMA_5,SMA_20,SMA_60,Volatility_20,RSI,Future_Returns_20,Crash_Event
2000-03-28,4705.75,4714.35,4582.45,4583.39,256912069,-0.02579106558718547,-0.026129486626481957,4647.432,4448.9235,4031.4674999999997,0.029552187831977484,54.164726091611286,-0.23512727479005724,1
2000-03-29,4583.81,4615.09,4408.6,4413.92,299701724,-0.03697481558409832,-0.0376757154845354,4610.854,4454.169,4041.8570000000004,0.030888539636671684,44.87748041232209,-0.16342616087287487,1
2000-03-30,4376.41,4491.08,4151.12,4250.19,332044828,-0.03709401167216453,-0.03779949570046969,4528.768,4454.9655,4053.590166666667,0.031829181678782396,40.86807117576598,-0.1122326296000884,1
2000-03-31,4268.64,4424.43,4171.09,4397.84,365189655,0.03473962340507142,0.03414982347858897,4470.014,4452.714,4068.432333333333,0.030811205013498648,49.209736396878235,-0.12915431211685735,1
2000-04-03,4355.7,4355.7,4041.24,4077.02,299986207,-0.07294944791079261,-0.07574718190508556,4344.472,4433.706,4080.7025,0.03483003948086502,46.16113161761319,-0.11030360410299678,1
2000-04-04,4089.78,4146.5,3525.44,4034.17,498120690,-0.010510127495082178,-0.010565748954079338,4234.628,4415.8730000000005,4089.112,0.034770870776474304,47.47680577933634,-0.1170030018566397,1
2000-04-05,4028.4,4156.43,3884.32,4030.26,335810345,-0.0009692204344388111,-0.0009696904322762912,4157.896,4395.102,4094.3261666666667,0.03457171417392083,40.38350488459731,-0.11401993916025277,1
2000-04-06,4036.39,4161.42,4005.31,4086.73,301112069,0.01401150297995657,0.013914249266339775,4125.204,4370.1255,4103.365833333333,0.03382427350220249,39.27549238381683,-0.09747891345892679,1
2000-04-07,4111.18,4292.88,4111.18,4291.53,269556897,0.05011341586060247,0.048898173441556246,4103.942,4355.344,4116.922333333333,0.03601432816976375,50.907071455016656,-0.17940687819961643,1
2000-04-10,4293.63,4308.62,3998.1,3998.26,249334483,-0.06833693344797764,-0.07078404623449985,4088.19,4333.9169999999995,4123.358666666666,0.03828913253396771,37.3274297497907,-0.13831016492174097,1
2000-04-11,3987.24,4049.55,3829.39,3909.21,289550000,-0.022272188401954884,-0.022523958932525356,4063.1980000000003,4318.028,4126.7665,0.03733755628798699,30.026491912994956,-0.16988854525594688,1
2000-04-12,3909.0,3943.68,3632.41,3633.63,331222414,-0.07049506166207498,-0.07310315893757581,3983.8720000000003,4293.209,4124.6973333333335,0.04007265011732481,23.436020796151155,-0.06936864788104458,1
2000-04-13,3645.79,3831.7,3552.51,3553.81,336465517,-0.02196701370255094,-0.02221188119560667,3877.2879999999996,4253.232999999999,4120.746,0.03764591146660986,21.29493208468726,-0.041521634527450835,0
2000-04-14,3536.41,3536.41,3138.42,3207.96,440651724,-0.09731808959961274,-0.10238504631563485,3660.5740000000005,4191.6085,4110.183,0.041738919826137116,17.66690716794622,0.09481103255651568,0
2000-04-17,3194.5,3530.67,3107.42,3529.45,428074138,0.10021633686205567,0.09550683034193642,3566.8119999999994,4155.0235,4104.841166666667,0.04856959594674244,29.04491879940828,0.03327430619501626,0
2000-04-18,3531.07,3717.66,3511.81,3715.81,371158621,0.052801427984530136,0.05145463795628054,3528.132,4118.3475,4105.7553333333335,0.049095837209687326,36.212351628384646,-0.04448828115538739,0
2000-04-19,3720.24,3753.45,3578.9,3583.07,303494828,-0.03572303212489325,-0.03637671456375189,3518.0199999999995,4067.6605000000004,4102.821333333333,0.04848294864591176,36.66112146393353,-0.043739028263472424,0
2000-04-20,3587.27,3632.24,3453.3,3505.29,245298276,-0.02170764177088369,-0.021946718824825497,3508.316,4009.8939999999993,4100.8893333333335,0.04816369900195593,31.64074231011317,-0.06979451058257669,1
2000-04-24,3448.23,3448.23,3200.9,3353.53,265639655,-0.04329456335995019,-0.04425973361315866,3537.4300000000003,3942.9899999999993,4096.895666666667,0.04838341529302209,34.005827397611554,-0.026485524208818778,0
2000-04-25,3371.21,3622.29,3371.21,3621.56,279812069,0.07992473602442796,0.07689134984147605,3555.852,3888.8314999999993,4099.8195000000005,0.05279424341737287,41.70436405016667,-0.16516086990136847,1
2000-04-26,3622.8,3690.29,3505.11,3505.71,274625862,-0.03198897712587945,-0.032511804503741,3513.832,3834.9474999999998,4098.747166666666,0.05289951978231452,39.90803624680146,-0.09281999937245244,1
2000-04-27,3504.2,3692.92,3390.6,3692.57,267027586,0.053301613653154556,0.05192962485686399,3535.732,3798.88,4098.593666666667,0.05448323419453188,42.77894212308188,-0.16067129397682367,1
2000-04-28,3696.42,3790.78,3696.42,3773.18,273053448,0.02183032413738939,0.021595454649176837,3589.31,3775.0294999999996,4099.405666666667,0.054390425663527586,40.05105468225178,-0.17803020264074332,1
2000-05-01,3789.2,3871.93,3777.05,3829.84,258725862,0.015016511271659594,0.014904879624158983,3684.572,3746.6295,4099.050333333334,0.05381673364245413,46.44449511070578,-0.10857111524241225,1
2000-05-02,3768.04,3824.47,3626.54,3627.31,247937931,-0.05288210473544597,-0.05433170012914121,3685.722,3724.1439999999993,4094.9326666666666,0.052668132519605323,44.320928958225885,-0.0835963840973063,1
2000-05-03,3627.31,3627.31,3435.3,3562.16,255181034,-0.017960968320876902,-0.018124224290150707,3697.012,3700.5434999999998,4088.7463333333335,0.05273909274801751,48.426803551853624,-0.0121218586475621,0
2000-05-04,3561.72,3627.35,3518.12,3570.73,222043103,0.002405843645428618,0.002402954236987523,3672.6440000000002,3677.567,4080.545666666667,0.05275767824755081,50.38450350870815,0.051793330775499635,0
2000-05-05,3571.27,3692.4,3534.07,3688.36,206429310,0.03294284362021216,0.03241185813257316,3655.6800000000003,3657.6484999999993,4075.877333333333,0.053278631158080396,62.18040384985953,0.011373618627248838,0
2000-05-08,3688.36,3688.36,3521.05,3521.6,197018966,-0.04521250637139551,-0.04626648302322561,3594.032,3619.1519999999996,4066.404,0.0524622206125477,49.784019061349596,0.035415720127214945,0
2000-05-09,3525.23,3567.96,3401.82,3445.26,250824138,-0.021677646524307037,-0.021916058474170292,3557.6220000000003,3591.5019999999995,4057.6768333333334,0.050669777882596176,42.07653153865528,0.08439130863853528,0
2000-05-10,3436.68,3436.68,3234.96,3245.08,272432759,-0.05810301689857955,-0.05985937015093554,3494.2059999999997,3558.2954999999993,4045.326,0.051886668699875765,40.477599157045375,0.14244024800621258,0
2000-05-11,3311.51,3381.7,3237.86,3381.57,236246552,0.04206059634893444,0.041200095526037143,3456.374,3545.6925,4035.0683333333336,0.05084448224902637,46.62597768105508,0.11198644416646708,0
2000-05-12,3381.57,3504.81,3381.57,3406.25,210351724,0.007298385069656854,0.00727188073842562,3399.9519999999998,3538.3145000000004,4025.2063333333335,0.050671536911054714,51.54482693953139,0.06816,0
2000-05-15,3404.56,3512.21,3314.44,3512.11,199277586,0.031078165137614633,0.03060501703746522,3398.054,3553.522,4014.9851666666664,0.04570342690694113,46.45602491953606,0.07223577849213147,0
2000-05-16,3520.98,3653.76,3520.98,3646.89,257805172,0.03837579119105028,0.03765775312798225,3438.38,3559.3940000000002,4009.670833333333,0.04078680122821911,54.516025846075095,0.008390710989363503,0
2000-05-17,3635.03,3635.03,3527.67,3550.5,211617241,-0.026430739616495114,-0.02678631095485348,3499.464,3551.1285000000003,4002.6936666666666,0.03946255364664908,45.17631720119786,0.05675538656527257,0
2000-05-18,3547.52,3575.78,3426.35,3426.35,217001724,-0.03496690606956765,-0.035592884002757424,3508.4200000000005,3543.2924999999996,3990.2980000000002,0.03942842642050244,38.56229842300007,0.10536284967968834,0
