Ticker,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI,^DJI
Date,Open,High,Low,Close,Volume,Returns,Log_Returns,SMA_5,SMA_20,SMA_60,Volatility_20,RSI,Future_Returns_20,Crash_Event
2000-04-24,10822.3,10910.8,10695.4,10906.1,295385390,0.00572666912578379,0.005710334090038208,10755.0,10956.609999999999,10631.416166666666,0.018389642418364476,42.86553406831739,-0.03333914048101527,0
2000-04-25,10916.7,11136.6,10881.0,11124.8,240190426,0.020052997863580835,0.01985458463615888,10863.46,10961.560000000001,10637.847833333333,0.018877336385130023,49.157823816742464,-0.06314720264633966,1
2000-04-26,11127.9,11141.8,10902.0,10945.5,198876072,-0.016117143678987422,-0.016248437470968824,10899.08,10962.029999999999,10637.931166666667,0.01915448515239846,48.17596566523606,-0.037476588552373236,0
2000-04-27,10941.9,10941.9,10747.2,10888.1,192895720,-0.005244164268420781,-0.005257963161440791,10941.7,10955.5,10635.382833333333,0.019110317253754935,45.28789267561038,-0.05181803987839939,1
2000-04-28,10892.8,10959.2,10715.3,10733.9,173501190,-0.01416225053039566,-0.014263492210506476,10919.68,10943.185000000001,10630.8945,0.019348039381601255,42.6007211161624,-0.04049786191412241,0
2000-05-01,10749.4,10926.3,10724.2,10811.8,173957845,0.007257380821509285,0.007231172758187513,10900.820000000002,10937.68,10627.5345,0.019403112402278603,42.663639210773546,-0.02633234059083589,0
2000-05-02,10805.6,10824.5,10710.0,10731.1,208575999,-0.007464067037865951,-0.00749206258030557,10822.08,10913.140000000001,10623.656166666666,0.018311107971304797,39.03179988952891,-0.019457464751982623,0
2000-05-03,10732.2,10732.2,10400.1,10480.1,200240699,-0.023389960022737633,-0.023667846865477724,10729.0,10878.904999999999,10616.561166666668,0.018917067716194204,37.707729836865376,0.016421599030543632,0
2000-05-04,10478.9,10631.5,10293.0,10412.5,169166093,-0.006450320130533149,-0.006471213339143448,10633.880000000001,10847.835000000001,10607.476166666667,0.018825395890317755,39.73730719794344,0.03671548619447762,0
2000-05-05,10409.7,10585.9,10375.8,10577.9,138349906,0.015884753901560522,0.01575991152323368,10602.68,10821.015000000001,10605.4545,0.01916119683622915,56.67795611839201,0.02244301799033832,0
2000-05-08,10571.3,10627.8,10522.1,10603.6,144207325,0.002429593775702177,0.002426647084621162,10561.04,10795.62,10604.787833333334,0.019185598731470365,50.59060628113979,0.012448602361462058,0
2000-05-09,10607.5,10684.8,10514.2,10536.8,166318322,-0.00629974725564908,-0.006319674398116368,10522.179999999998,10763.130000000001,10606.647833333333,0.019088084154607287,43.08835870998679,0.02620340141219346,0
2000-05-10,10533.1,10533.1,10292.1,10367.8,226046298,-0.016039025130969553,-0.016169042402294435,10499.72,10717.164999999999,10604.1145,0.019094279992832013,41.19669876203574,0.02902255058932468,0
2000-05-11,10369.3,10575.1,10369.3,10546.0,185661570,0.01718783155539283,0.017041791807872943,10526.42,10688.21,10601.246166666668,0.01949795916516087,41.50513112884835,0.006457424615968099,0
2000-05-12,10549.1,10673.8,10543.9,10609.4,137724489,0.0060117580125165215,0.005993759494449955,10532.72,10672.505,10602.046166666667,0.019224276846834296,41.54845325585367,-0.004260372876882634,0
2000-05-15,10607.0,10811.5,10605.3,10807.8,155847929,0.018700397760476495,0.018527695072702546,10573.56,10697.605,10606.932833333332,0.01466000125845059,40.86455331412104,-0.01720979292733027,0
2000-05-16,10816.0,10971.2,10816.0,10934.6,181825634,0.011732267436481258,0.011663977994577652,10653.12,10715.210000000001,10618.851166666667,0.013695589138195864,49.67607726597327,-0.022552265286338802,0
2000-05-17,10930.6,10930.6,10752.6,10769.7,169599378,-0.015080569933971,-0.015195438042876196,10733.5,10715.325,10626.5995,0.013660177913694165,46.69273743016761,-0.005097635031616643,0
2000-05-18,10771.8,10864.3,10764.3,10777.3,161296959,0.0007056835380743198,0.0007054346605253419,10779.76,10720.44,10635.792833333335,0.01350654427384395,51.320433248144084,-0.030434338841825004,0
2000-05-19,10764.2,10764.2,10570.7,10626.8,188290080,-0.013964536572239838,-0.014062958061023425,10783.24,10709.58,10644.696166666667,0.013376499728393726,44.609557109557116,-0.006493017653479871,0
2000-05-22,10624.8,10664.5,10369.5,10542.5,185636883,-0.007932773741860188,-0.00796440558805603,10730.18,10691.4,10656.035833333333,0.013367652748084694,44.51616655036054,-0.010177851553236805,0
2000-05-23,10539.1,10557.5,10416.8,10422.3,157075684,-0.011401470239506772,-0.011466965303896823,10627.720000000001,10656.275,10662.429166666667,0.012507605785666077,48.18101711983884,0.007234487589111938,0
2000-05-24,10420.9,10554.9,10364.0,10535.3,225341561,0.010842136572541516,0.010783782022905036,10580.84,10635.765000000001,10669.2125,0.01249288716334406,53.75719006241584,-0.015111102673867727,0
2000-05-25,10529.9,10558.7,10266.0,10323.9,184374153,-0.020065873776731524,-0.020269927716281794,10490.16,10607.555,10672.3125,0.013129245252311237,42.4413760266635,0.007836185937484919,0
2000-05-26,10322.9,10387.7,10258.8,10299.2,129146750,-0.002392506707736275,-0.0023953733250898176,10424.64,10585.820000000002,10674.550833333335,0.012843195412177735,40.93616007622678,0.02367174149448492,0
2000-05-30,10302.3,10528.2,10302.3,10527.1,165353195,0.022127932266583716,0.021886662290394585,10421.560000000001,10571.585,10677.215833333334,0.013801228260544005,49.736456012606666,-0.0021468400604155446,0
2000-05-31,10528.3,10599.4,10490.8,10522.3,162853421,-0.00045596603053077445,-0.00045607001465129254,10441.56,10561.145,10683.079166666666,0.013723711995319169,54.608913549310905,0.0005226994098248561,0
2000-06-01,10532.3,10673.5,10513.1,10652.2,183891948,0.012345209697499637,0.01226962900021263,10464.939999999999,10569.749999999998,10697.348666666667,0.012944654842916509,53.262071507556236,-0.02376034997465315,0
2000-06-02,10660.1,10846.1,10660.1,10794.8,200870928,0.013386905991250586,0.013298093107093761,10559.119999999999,10588.865000000002,10712.986499999999,0.013111196708978418,55.43057996485061,-0.032135843183755064,0
2000-06-05,10793.1,10863.0,10752.3,10815.3,151210275,0.0018990625115795634,0.0018972615720721224,10662.34,10600.734999999999,10726.3965,0.012691530503786005,50.245242299391805,-0.023540724714062322,0
2000-06-06,10822.6,10822.6,10707.7,10735.6,169456847,-0.007369189943875698,-0.007396476560243356,10704.039999999999,10607.335,10739.842833333332,0.012829415023318299,43.28609986504722,-0.02347330377435819,0
2000-06-07,10733.5,10848.4,10695.2,10812.9,154375545,0.007200342784753566,0.007174544082288718,10762.16,10621.14,10754.272333333332,0.012797026012529283,51.54905335628224,-0.030648577162463275,0
2000-06-08,10818.8,10823.7,10635.7,10668.7,176281358,-0.013335922832912406,-0.013425644828401301,10765.460000000001,10636.185000000001,10768.563333333332,0.012616464023760009,46.45329849771395,-0.003065040726611512,0
2000-06-09,10678.5,10763.8,10588.3,10614.1,136791667,-0.005117774424250432,-0.0051309150849104205,10729.32,10639.59,10776.608333333334,0.01213401456998963,49.55752212389384,0.0030619647450089715,0
2000-06-12,10615.1,10652.6,10564.2,10564.2,136658944,-0.004701293562336839,-0.004712379401753309,10679.100000000002,10637.33,10775.501666666667,0.012109300756584843,50.7746126936532,0.015429469339845792,0
2000-06-13,10562.3,10654.7,10492.8,10621.8,155191485,0.00545237689555278,0.005437566498834136,10656.34,10628.03,10775.945000000002,0.011363615682376944,57.45459980569467,0.015251652262328497,0
2000-06-14,10632.5,10737.7,10624.7,10688.0,166358008,0.006232465307198565,0.0062131238171393545,10631.36,10615.7,10776.075,0.011107891079948246,55.91264617052587,0.009421781437125798,0
2000-06-15,10689.6,10763.7,10669.2,10714.8,176262632,0.0025074850299400264,0.002504346534743993,10640.58,10612.955,10772.866666666667,0.010627055981462966,67.6606126321497,0.009146227647739646,0
2000-06-16,10717.8,10724.8,10449.3,10449.3,233102791,-0.02477881061709042,-0.02509097280778562,10607.619999999999,10596.554999999998,10765.91,0.011957117808424107,55.56957328385896,0.03397356760739956,0
2000-06-19,10448.4,10597.4,10440.1,10557.8,169395916,0.01038347066310652,0.01032993271913012,10606.34,10593.105,10756.541666666666,0.01185777170252237,51.24989821675755,0.017247911496713453,0
2000-06-20,10558.9,10561.4,10407.9,10435.2,179046871,-0.011612267707287405,-0.011680216627515595,10569.02,10587.74,10745.25,0.012010660466282594,46.764246972286244,0.02500191659000306,0
2000-06-21,10446.8,10521.1,10410.1,10497.7,204627124,0.0059893437595830434,0.005971478937133497,10530.960000000001,10591.51,10736.448333333334,0.01180324957640391,43.957763003519716,0.032978652466730596,0
2000-06-22,10496.0,10496.0,10335.5,10376.1,189337079,-0.011583489716795126,-0.011651100957006093,10463.22,10583.55,10727.114999999998,0.011826914495030767,33.35188866799203,0.03445417835217479,0
2000-06-23,10376.5,10478.7,10376.5,10404.8,142447200,0.002765971800580136,0.0027621535397600056,10454.320000000002,10587.595,10716.883333333333,0.01092630549494645,33.78367701667054,0.026939489466400124,0
2000-06-26,10403.7,10566.7,10403.7,10543.0,157443373,0.013282331231739164,0.013194894462062248,10451.36,10599.785,10709.596666666668,0.011268707352153639,42.72768463978247,0.014891397135540219,0
2000-06-27,10541.6,10615.8,10504.5,10504.5,159285702,-0.0036517120364222277,-0.003658395813267504,10465.220000000001,10598.655,10702.640000000001,0.010173796202281494,38.00373424614903,0.0011423675567614477,0
2000-06-28,10506.4,10620.4,10506.4,10527.8,189254602,0.002218097006045028,0.0022156406604854676,10471.24,10598.929999999998,10691.071666666667,0.010185855917947741,43.95019321597243,0.005537719181595513,0
2000-06-29,10523.9,10523.9,10359.8,10399.1,168765618,-0.01222477630654073,-0.012300113500910662,10475.84,10586.275,10678.31,0.010109544104716615,41.320846116583205,0.010779779019338243,0
2000-06-30,10393.1,10448.2,10336.2,10447.9,224070526,0.00469271379253966,0.004681737337350113,10484.46,10568.929999999998,10668.543333333335,0.00962682952390889,45.301010101010036,0.007092334344700912,0
2000-07-03,10450.4,10565.6,10422.1,10560.7,74684963,0.010796427990313884,0.010738562681488976,10488.0,10556.2,10659.316666666668,0.009994972126061421,47.636729326216496,0.0043841790790382085,0
2000-07-05,10538.2,10572.7,10463.2,10483.6,154550789,-0.007300652418873788,-0.007327432603231486,10483.820000000002,10543.6,10648.851666666666,0.009992736456156604,42.160171831850256,0.01944942576977371,0
2000-07-06,10481.5,10527.8,10393.1,10481.5,147214067,-0.00020031286962496342,-0.00020033293492743571,10474.560000000001,10527.03,10637.1,0.009802885362950858,40.87888028774729,0.021437771311358267,0
2000-07-07,10483.3,10658.2,10483.3,10636.0,158873284,0.014740256642656213,0.014632674958973397,10521.94,10525.395,10626.248333333333,0.010027858778233242,57.99297885092906,0.012391876645355238,0
2000-07-10,10627.1,10703.2,10604.9,10646.6,148485247,0.000996615268898049,0.0009961189776145584,10561.68,10527.02,10618.273333333333,0.009959982161202908,54.14953271028044,0.020701444592639895,0
2000-07-11,10649.1,10807.5,10626.8,10727.2,160860095,0.007570491988052597,0.007541979624907363,10594.98,10535.17,10615.001666666667,0.01001995399318431,64.2023346303502,0.02327727645611155,0
2000-07-12,10722.2,10834.3,10722.2,10783.8,151345438,0.005276306958013066,0.005262436020611395,10655.02,10543.27,10622.968333333332,0.010015740521380519,63.995695137462036,0.0113132661955897,0
2000-07-13,10774.9,10829.7,10754.4,10788.7,175210633,0.00045438528162633496,0.0004542820798953039,10716.460000000001,10548.304999999998,10626.405,0.009933945844169375,72.78550916721893,0.011132017759322155,0
2000-07-14,10793.3,10822.0,10753.7,10812.8,150901928,0.0022338187177322055,0.002231327454031546,10751.82,10553.205,10627.161666666665,0.009931246584857419,72.64653641207818,0.01988384137318744,0
2000-07-17,10812.4,10847.4,10749.5,10804.3,162751579,-0.0007861053566143861,-0.0007864144994534139,10783.36,10570.955,10629.316666666668,0.007972654427819295,66.9433277136558,0.034412224762363275,0
2000-07-18,10799.2,10799.2,10703.1,10739.9,170653888,-0.005960589765186097,-0.0059784249879738585,10785.9,10580.06,10627.581666666667,0.007872983726265746,64.76787954830615,0.030456521941545134,0
2000-07-19,10724.2,10790.5,10685.5,10696.1,213988564,-0.004078250263037764,-0.004086589005014713,10768.36,10593.105,10624.081666666667,0.007410199352442901,60.293577981651474,0.029197557988425604,0
2000-07-20,10700.7,10874.6,10700.7,10843.9,178652379,0.013818120623404706,0.013723520859093747,10779.4,10610.414999999999,10619.4,0.007865852513383472,76.58379153717428,0.01952249651878013,0
2000-07-21,10843.5,10851.7,10716.2,10733.6,170614145,-0.01017161722258586,-0.010223701610360575,10763.560000000001,10628.289999999999,10615.868333333334,0.007746232946414469,65.90580113573105,0.029151449653424644,0
2000-07-24,10731.4,10778.1,10678.4,10685.1,147913705,-0.004518521278974452,-0.004528760652442374,10739.72,10642.305,10612.484999999999,0.007864986936048863,57.45982249940034,0.036939289290694344,0
2000-07-25,10689.3,10744.5,10680.2,10700.0,168947251,0.0013944651898438742,0.0013934938261780522,10731.740000000002,10650.155,10611.92,0.0073487560261972,64.02280974598241,0.04104672897196271,0
2000-07-26,10689.4,10692.5,10516.5,10516.5,201801804,-0.017149532710280413,-0.017298289134865554,10695.820000000002,10650.755000000001,10606.998333333333,0.00833001085230234,51.836306400839455,0.05973470261018399,0
2000-07-27,10516.8,10643.4,10516.8,10586.1,160855502,0.006618171444872312,0.006596367496876095,10644.26,10653.67,10604.581666666665,0.008446463407577987,47.12590715355375,0.05635692086793065,0
2000-07-28,10595.0,10649.1,10464.5,10511.2,174683141,-0.0070753157442305925,-0.007100464484395737,10599.779999999999,10659.275,10605.1,0.008116285879851333,42.739167739167726,0.06482609026562147,0
2000-07-31,10514.3,10603.3,10497.8,10522.0,175794968,0.001027475454753013,0.0010269479631401556,10567.16,10662.98,10606.925,0.008059419609312649,38.10572687224659,0.06945447633529733,0
2000-08-01,10523.8,10626.4,10518.3,10607.0,151476867,0.00807831210796417,0.008045857214717594,10548.560000000001,10665.295,10607.41,0.007895856845804117,40.078563411896745,0.057330065051381274,0
2000-08-02,10609.2,10724.5,10587.5,10687.5,163382310,0.00758932780239463,0.007560673739545417,10582.76,10675.49,10608.808333333332,0.007848441735904136,44.765156217670125,0.038877192982456066,0
2000-08-03,10679.4,10742.5,10623.4,10706.2,161480094,0.0017497076023391678,0.0017481786472154563,10606.78,10686.725,10611.631666666666,0.007844950386669639,44.454848106533554,0.047533205058750916,0
2000-08-04,10713.4,10770.0,10666.7,10767.8,150741838,0.005753675440398842,0.005737186268524197,10658.1,10693.314999999999,10618.298333333334,0.007257340658756182,48.200729567189185,0.04374152565983769,0
2000-08-07,10774.0,10892.3,10737.0,10867.0,145180440,0.00921265253812309,0.009170474902096264,10727.1,10704.335,10623.648333333334,0.007506774846516571,56.057573157944944,0.03621974786049509,0
2000-08-08,10865.2,10988.2,10836.6,10976.9,204783317,0.01011318671206407,0.010062390625785811,10801.079999999998,10716.820000000002,10629.773333333334,0.007643275591331831,62.5896700143472,0.03040020406490007,0
2000-08-09,10970.9,10978.3,10892.7,10905.8,186418423,-0.006477238564622123,-0.006498306900033401,10844.74,10722.92,10631.406666666668,0.007762582189932204,52.98025999037071,0.03246896147004352,0
2000-08-10,10901.1,10946.5,10886.8,10908.8,144364465,0.00027508298336664794,0.000275045154979917,10885.259999999998,10728.925,10630.976666666666,0.007762852179466276,59.407216494845315,0.028591595775887546,0
2000-08-11,10906.0,11067.7,10902.7,11027.8,155194102,0.010908624229979402,0.01084955438095323,10937.26,10739.675,10635.278333333332,0.00809521539796536,67.10591993610858,0.015207022252851976,0
2000-08-14,11027.1,11177.6,11006.2,11176.1,140308371,0.013447831843160118,0.013358212317397982,10999.08,10758.265,10641.925,0.008541810554485295,70.97172055325522,0.005109116775977363,0
2000-08-15,11175.0,11175.0,11046.1,11067.0,155262164,-0.009761902631508335,-0.009809862377149835,11017.1,10774.62,10649.261666666667,0.008761360413992622,75.94984444234937,0.010409325020330762,0
2000-08-16,11068.8,11089.0,10961.1,11008.4,162496949,-0.005295021234300257,-0.005309089542538581,11037.619999999999,10790.235,10657.026666666667,0.008806518149398644,70.11527102981799,0.007185422041350309,0
2000-08-17,11011.0,11091.5,10984.4,11055.6,177612374,0.004287634896987802,0.004278469180639905,11066.98,10800.820000000002,10667.581666666667,0.008349576041743132,76.63405088062616,-0.011632114041752684,0
2000-08-18,11051.2,11082.4,11006.2,11046.5,164941448,-0.0008231122688954207,-0.0008234512118038313,11070.72,10816.465,10676.101666666667,0.0079430055901775,75.70322454180135,-0.02154528583714299,0
2000-08-21,11058.8,11106.2,11027.1,11079.8,147264104,0.0030145294889782903,0.00300999490576258,11051.460000000001,10836.2,10688.7,0.00782188151765839,74.4063596944042,-0.026218884817415522,0
2000-08-22,11082.2,11189.7,11081.3,11139.2,146751931,0.005361107601220327,0.00534678802027428,11065.9,10858.16,10702.7,0.007860067756119271,73.83641160949863,-0.0405145791439242,0
2000-08-23,11130.5,11172.3,11059.7,11144.7,145618153,0.0004937517954610726,0.0004936299401525138,11093.16,10889.57,10712.993333333334,0.0064576502787240895,73.46676656320233,-0.03402514199574691,0
2000-08-24,11143.9,11197.8,11120.1,11182.7,144050308,0.00340969249957368,0.003403892678102125,11118.58,10919.4,10724.0,0.006400673906775242,72.77918084989565,-0.029983814284564647,0
2000-08-25,11180.5,11210.9,11155.6,11192.6,127988232,0.000885296037629546,0.0008849043942222844,11147.8,10953.470000000001,10733.006666666666,0.005990979040360739,69.81981981981977,-0.03434412022228972,0
2000-08-28,11194.5,11319.1,11188.9,11252.8,166713873,0.005378553687257481,0.005364140924156837,11182.4,10990.01,10740.640000000001,0.005988367979602885,67.87611766230393,-0.055230698137352485,1
2000-08-29,11249.3,11256.2,11196.6,11215.1,149219180,-0.003350277264325241,-0.0033559020096838974,11197.58,11020.415,10747.303333333333,0.006061284678525087,70.94676960585133,-0.05231339889969777,1
2000-08-30,11209.0,11210.3,11096.3,11103.0,146468338,-0.009995452559495743,-0.010045742489804228,11189.24,11041.19,10753.426666666666,0.006584165157805566,61.4585791833845,-0.02511933711609471,0
2000-08-31,11105.2,11310.5,11104.9,11215.1,183391070,0.010096370350355821,0.010045742489804225,11195.72,11066.635,10760.130000000001,0.006832033266806131,61.14217727543133,-0.05030717514779193,1
2000-09-01,11219.5,11313.6,11219.5,11238.8,125187279,0.0021132223520075044,0.0021109926383542548,11204.960000000001,11090.185000000001,10769.631666666666,0.006784819109556462,54.37910322670757,-0.04793216357618246,0
2000-09-05,11221.8,11301.7,11184.8,11260.6,174496946,0.0019397088657153727,0.0019378300596390604,11206.52,11109.865000000002,10780.406666666666,0.0065789705820319365,65.39930003181675,-0.04803474059996804,0
2000-09-06,11253.6,11401.2,11253.2,11310.6,224682847,0.004440260732110124,0.0044304318588584335,11225.619999999999,11126.55,10792.846666666668,0.006318890936202853,74.37096774193554,-0.04651388962566094,0
2000-09-07,11316.0,11323.9,11223.2,11259.9,222278555,-0.0044825208211766165,-0.004492597441347846,11257.0,11144.255000000001,10803.481666666665,0.006200700289519715,66.38331996792296,-0.047513743461309654,0
2000-09-08,11261.7,11261.7,11191.0,11220.7,181618707,-0.0034813808293145954,-0.003487454937173239,11258.12,11159.85,10812.359999999999,0.006299596738201101,63.326193390452964,-0.05562932793854225,1
2000-09-11,11219.5,11286.1,11139.3,11195.5,160035038,-0.002245849189444593,-0.0022483748910072463,11249.460000000001,11168.234999999999,10820.371666666668,0.005933898130057674,58.96204492641369,-0.05601357688356934,1
2000-09-12,11197.7,11255.8,11113.7,11233.2,171941716,0.003367424411593989,0.003361767334306098,11243.98,11171.09,10833.436666666666,0.00518085016490118,57.53446617505612,-0.06309867179432405,1
2000-09-13,11225.0,11231.0,11140.7,11182.2,216278751,-0.0045401132357654195,-0.004550450851024944,11218.3,11176.85,10843.843333333334,0.004763583186571404,52.801434334379195,-0.06871635277494603,1
2000-09-14,11189.6,11208.1,11069.3,11087.5,218898831,-0.008468816511956523,-0.008504880696839462,11183.820000000002,11180.805,10854.715,0.005014078289839342,43.44352617079885,-0.09496279594137536,1
2000-09-15,11087.8,11110.0,10916.9,10927.0,291305110,-0.014475760992108233,-0.014581557047089565,11125.080000000002,11174.375,10861.87,0.0059166322310066286,34.85055897786903,-0.06724627070559164,1
2000-09-18,10926.4,10935.6,10798.2,10808.5,198877022,-0.010844696623043881,-0.010903928972637937,11047.680000000002,11162.475,10869.076666666668,0.0063479985765559355,26.238100331586338,-0.05270851644539032,1
2000-09-19,10812.2,10839.1,10761.9,10789.3,214164996,-0.0017763797011611793,-0.0017779593345454974,10958.9,11147.95,10875.484999999999,0.0062757670675798955,26.767786992579687,-0.06484201940811718,1
2000-09-20,10794.5,10824.1,10567.3,10687.9,243788910,-0.009398200068586382,-0.009442641818330462,10860.04,11125.384999999998,10877.9,0.006317806368484307,27.084023407309303,-0.06669972585821338,1
2000-09-21,10680.5,10783.4,10660.5,10765.5,186196017,0.007260546973680615,0.007234316093004888,10795.64,11106.425,10882.25,0.006634285483548179,24.196510560146976,-0.057823603176814786,1
2000-09-22,10678.3,10858.1,10621.7,10847.4,487404838,0.007607635502298926,0.0075788433777874056,10779.719999999998,11089.66,10887.576666666666,0.006867060200529209,28.94340434689056,-0.057230304035990165,1
2000-09-25,10847.4,10897.3,10783.0,10808.2,259991345,-0.0036137691981488196,-0.003620314635949915,10779.66,11070.439999999999,10894.394999999999,0.006858545986886091,26.10899873257293,-0.04963823763438868,0
2000-09-26,10806.3,10813.2,10615.8,10631.3,321821476,-0.016367202679447246,-0.01650262503114746,10748.060000000001,11039.365,10897.451666666666,0.007377453111000285,18.36639657259944,-0.02240553836313519,0
2000-09-27,10634.5,10678.7,10579.5,10628.4,271688142,-0.0002727794343118095,-0.0002728166453887994,10736.16,11010.03,10898.58,0.00739767462062764,19.222146408032017,-0.028405028038086644,0
2000-09-28,10629.8,10856.2,10623.2,10824.1,233105443,0.01841293139136657,0.01824546593316052,10747.88,10996.085,10904.255000000001,0.008551753069444374,33.22902571041952,-0.04101957668535949,0
2000-09-29,10821.4,10821.4,10650.5,10650.9,236300395,-0.016001330364649347,-0.016130733927392442,10708.58,10967.875,10907.078333333335,0.008720908162440158,29.53247143716179,-0.005661493394924277,0
2000-10-02,10659.1,10721.2,10631.3,10700.1,215150961,0.004619327944117568,0.004608691591412818,10686.960000000001,10940.939999999999,10908.146666666667,0.008808867536843413,30.13637379834566,0.012682124466126377,0
2000-10-03,10709.8,10857.7,10709.8,10719.7,259663996,0.0018317585816955972,0.0018300829578583074,10704.64,10913.895,10909.365,0.008806090770565008,32.35406333460516,0.02345214884744906,0
2000-10-04,10723.3,10850.0,10713.6,10784.5,264473983,0.006044945287647874,0.006026747903852064,10735.86,10887.59,10910.32,0.008878908980856385,38.16960799625178,0.010663452176735033,0
2000-10-05,10783.7,10843.3,10722.7,10724.9,217396235,-0.005526449997681926,-0.005541777319003976,10716.02,10860.84,10909.338333333335,0.008895213137396357,41.43426294820718,0.014508293783624948,0
2000-10-06,10726.8,10779.8,10518.8,10596.5,237874666,-0.011972139600369247,-0.012044382846796133,10705.140000000001,10829.630000000001,10906.135,0.00914887190192618,41.08944182918629,0.020903128391450032,0
2000-10-09,10596.9,10641.3,10546.2,10568.4,167751018,-0.0026518189968386396,-0.002655341297214693,10678.8,10798.275,10902.061666666668,0.009147986109771454,40.78431372549023,0.038681351954884535,0
2000-10-10,10569.2,10623.5,10488.9,10524.4,212075655,-0.004163354907081529,-0.004172045799690683,10639.74,10762.835000000001,10897.396666666667,0.009033380519363443,42.83586013495751,0.04064839800843756,0
2000-10-11,10521.1,10566.6,10350.9,10413.8,324612568,-0.0105089126220973,-0.010564521177754548,10565.6,10724.414999999999,10891.961666666666,0.009176927025488191,35.02257047951622,0.04736983617891655,0
2000-10-12,10424.1,10460.4,10023.5,10034.6,367136407,-0.036413220918396605,-0.0370927286742717,10427.539999999999,10671.77,10880.936666666666,0.01174041883784291,22.380046214489653,0.0796842923484744,0
