model,AUC_mean,AUC_std,F1_mean,F1_std,G_Mean_mean,G_Mean_std,Recall_mean,Recall_std,Precision_mean,Precision_std,Type1_Error_mean,Type1_Error_std,Type2_Error_mean,Type2_Error_std
lgbm,0.5994467841364194,0.008078471582698133,0.1326383391024789,0.011101091021374698,0.2998809360772681,0.013682593577665358,0.09378531073446328,0.008530886367537575,0.22653544742117734,0.015048787177848891,0.0397752233340422,0.0006533021994830343,0.9062146892655368,0.008530886367537543
lr,0.634177687640732,0.023153093971013654,0.24500262310086848,0.011203860723261242,0.5801757888742602,0.014524592536802893,0.4892655367231639,0.025442554235475007,0.16346170050207803,0.007769986132804741,0.31159351485499437,0.013882548976808733,0.5107344632768361,0.025442554235475034
rf,0.628953029293108,0.01603372322601732,0.006749173415840083,1.3134731758796258e-05,0.058218159603196734,7.086462031447594e-06,0.003389830508474576,0.0,0.8333333333333334,0.28867513459481287,0.0001405283867341203,0.00024340230572918452,0.9966101694915256,0.0
xgb,0.5928960075150888,0.008300298694610998,0.1700902850902851,0.016613442071025327,0.37528930179008896,0.02302732317014918,0.1536723163841808,0.019862594159601076,0.19077580903092647,0.011389831350242517,0.08081508360935219,0.004465657910569363,0.8463276836158192,0.01986259415960109
