test_feature_year,test_event_year,validation_feature_year,validation_event_year,method,n_validation,n_validation_positive,n_test,n_test_positive,prevalence,f1_threshold_from_validation,fpr5_threshold_from_validation,validation_AUC,validation_PR_AUC,validation_F1,validation_G_Mean,validation_Recall,validation_Precision,validation_Balanced_Accuracy,validation_Cohen_Kappa,validation_Type1_Error,validation_Type2_Error,validation_Recall_at_5pctFPR,validation_Precision_at_5pctFPR,validation_Realized_FPR_at_5pctFPR,validation_Alerts_at_5pctFPR,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version
2013,2014,2012,2013,Recent5y,3485,26,3484,28,0.00803673938002,0.41,0.0160073209554,0.864622945716,0.214791119337,0.285714285714,0.438275378048,0.192307692308,0.555555555556,0.595575644361,0.282963121466,0.00115640358485,0.807692307692,0.461538461538,0.101694915254,0.0306446949986,118,0.850580770503,0.0937647536911,0.0625,0.188900195156,0.0357142857143,0.25,0.517423115079,0.0606125970664,0.000868055555556,0.964285714286,0.285714285714,0.0941176470588,0.0222800925926,85,42,study3_ab_fair_event_target_v1_financial18_exploratory
2014,2015,2013,2014,Recent3y,3484,28,3504,33,0.00941780821918,0.08,0.00329648540355,0.819454778439,0.0880360922436,0.177777777778,0.377252932569,0.142857142857,0.235294117647,0.569547784392,0.172754575558,0.00376157407407,0.857142857143,0.392857142857,0.0709677419355,0.0416666666667,155,0.845202238461,0.0792212364597,0.131147540984,0.346949575608,0.121212121212,0.142857142857,0.557148843666,0.123570053234,0.00691443388073,0.878787878788,0.363636363636,0.0652173913043,0.0495534428119,184,42,study3_ab_fair_event_target_v1_financial18_exploratory
2014,2015,2013,2014,B_data_equal,3484,28,3504,33,0.00941780821918,0.07,0.00534734642133,0.795872602513,0.114323514407,0.170212765957,0.377143345659,0.142857142857,0.210526315789,0.56925843254,0.164785719554,0.00434027777778,0.857142857143,0.392857142857,0.0683229813665,0.0434027777778,161,0.844791912208,0.0749293172689,0.202898550725,0.458638149222,0.212121212121,0.194444444444,0.601883135591,0.194987468672,0.00835494093921,0.787878787879,0.272727272727,0.0508474576271,0.0484010371651,177,42,study3_ab_fair_event_target_v1_financial18_exploratory
2014,2015,2013,2014,B_model_FIFO3_equal,3484,28,3504,33,0.00941780821918,0.02,0.00464493548498,0.843357308201,0.0811802401004,0.120481927711,0.419509153528,0.178571428571,0.0909090909091,0.582051917989,0.111013240496,0.0144675925926,0.821428571429,0.5,0.0833333333333,0.0445601851852,168,0.866329675318,0.0635358445208,0.14,0.456568140458,0.212121212121,0.10447761194,0.59741756371,0.129008202834,0.0172860847018,0.787878787879,0.333333333333,0.0635838150289,0.0466724286949,173,42,study3_ab_fair_event_target_v1_financial18_exploratory
2014,2015,2013,2014,A_validation_boundary_equal,3484,28,3504,33,0.00941780821918,0.12,0.00694049615413,0.865286044974,0.194515180967,0.216216216216,0.377690962247,0.142857142857,0.444444444444,0.570705191799,0.213139777577,0.00144675925926,0.857142857143,0.5,0.0833333333333,0.0445601851852,168,0.835188531818,0.0815630902248,0.170212765957,0.347653429984,0.121212121212,0.285714285714,0.559165553548,0.165530885909,0.00288101411697,0.878787878788,0.30303030303,0.0537634408602,0.0507058484587,186,42,study3_ab_fair_event_target_v1_financial18_exploratory
2014,2015,2013,2014,FullHistory,3484,28,3504,33,0.00941780821918,0.06,0.0107469120994,0.819837136243,0.117319234816,0.204081632653,0.421597804779,0.178571428571,0.238095238095,0.586970899471,0.198560811608,0.00462962962963,0.821428571429,0.428571428571,0.0845070422535,0.0376157407407,142,0.785050155837,0.0597353144409,0.126984126984,0.346848908385,0.121212121212,0.133333333333,0.556860742254,0.119082880807,0.00749063670412,0.878787878788,0.272727272727,0.0555555555556,0.0440795159896,162,42,study3_ab_fair_event_target_v1_financial18_exploratory
2014,2015,2013,2014,Recent1y,3484,28,3504,33,0.00941780821918,0.04,0.00194576696958,0.796657986111,0.157792035113,0.244897959184,0.461904378375,0.214285714286,0.285714285714,0.604972718254,0.239660257166,0.00434027777778,0.785714285714,0.392857142857,0.0601092896175,0.0497685185185,183,0.756240014667,0.0609019820011,0.103896103896,0.346143418084,0.121212121212,0.0909090909091,0.554844032372,0.0941462098732,0.0115240564679,0.878787878788,0.272727272727,0.0436893203883,0.0567559781043,206,42,study3_ab_fair_event_target_v1_financial18_exploratory
2014,2015,2013,2014,Recent5y,3484,28,3504,33,0.00941780821918,0.04,0.00384674570523,0.800285218254,0.0948591386571,0.142857142857,0.376649809989,0.142857142857,0.142857142857,0.567956349206,0.135912698413,0.00694444444444,0.857142857143,0.357142857143,0.0584795321637,0.0465856481481,171,0.879547418873,0.0625420195101,0.0952380952381,0.300336366261,0.0909090909091,0.1,0.541565176397,0.0870495310186,0.00777873811582,0.909090909091,0.333333333333,0.0585106382979,0.0509939498704,188,42,study3_ab_fair_event_target_v1_financial18_exploratory
2015,2016,2014,2015,Recent3y,3504,33,3354,33,0.00983899821109,0.07,0.00268770405091,0.888801585431,0.0784546200576,0.166666666667,0.388013934642,0.151515151515,0.185185185185,0.572588460229,0.159542929511,0.00633823105733,0.848484848485,0.333333333333,0.0604395604396,0.0492653414002,182,0.894728677927,0.152552626603,0.276923076923,0.520421431112,0.272727272727,0.28125,0.632900823958,0.269849651224,0.0069256248118,0.727272727273,0.606060606061,0.0888888888889,0.0617283950617,225,42,study3_ab_fair_event_target_v1_financial18_exploratory
2015,2016,2014,2015,B_data_equal,3504,33,3354,33,0.00983899821109,0.06,0.00428847409785,0.880062509276,0.0756060293317,0.181818181818,0.424739762439,0.181818181818,0.181818181818,0.587019721851,0.174039443702,0.00777873811582,0.818181818182,0.424242424242,0.0773480662983,0.0481129357534,181,0.860976522223,0.20666782805,0.258823529412,0.573775310549,0.333333333333,0.211538461538,0.66049382716,0.249792301302,0.0123456790123,0.666666666667,0.545454545455,0.0725806451613,0.069256248118,248,42,study3_ab_fair_event_target_v1_financial18_exploratory
2015,2016,2014,2015,B_model_FIFO3_equal,3504,33,3354,33,0.00983899821109,0.02,0.00403287354857,0.892773892774,0.0771755280453,0.163265306122,0.488306465998,0.242424242424,0.123076923077,0.613001230979,0.152679724685,0.0164217804667,0.757575757576,0.454545454545,0.0824175824176,0.0481129357534,182,0.89629812123,0.168293389952,0.214285714286,0.596908811007,0.363636363636,0.151898734177,0.671730858723,0.20322648569,0.0201746461909,0.636363636364,0.636363636364,0.0954545454545,0.0599217103282,220,42,study3_ab_fair_event_target_v1_financial18_exploratory
2015,2016,2014,2015,A_validation_boundary_equal,3504,33,3354,33,0.00983899821109,0.06,0.00893484801054,0.853434954559,0.0928040360205,0.205882352941,0.458704768171,0.212121212121,0.2,0.602027186297,0.19810816996,0.00806683952751,0.787878787879,0.363636363636,0.0833333333333,0.038029386344,144,0.867874773024,0.14015318845,0.171428571429,0.424406636528,0.181818181818,0.162162162162,0.586241822014,0.162719830592,0.00933453778982,0.818181818182,0.393939393939,0.0698924731183,0.0520927431497,186,42,study3_ab_fair_event_target_v1_financial18_exploratory
2015,2016,2014,2015,FullHistory,3504,33,3354,33,0.00983899821109,0.06,0.0123257059604,0.820626315008,0.0446769097158,0.101694915254,0.30051072701,0.0909090909091,0.115384615385,0.54214137922,0.0941761779339,0.00662633246903,0.909090909091,0.272727272727,0.0633802816901,0.0383174877557,142,0.775003877985,0.0338308450955,0.0298507462687,0.173210612206,0.030303030303,0.0294117647059,0.510183132134,0.0200652660536,0.00993676603433,0.969696969697,0.30303030303,0.054347826087,0.0523938572719,184,42,study3_ab_fair_event_target_v1_financial18_exploratory
