dataset_name,split_id,old_window,new_window,test_window,method,train_scope,best_fs,best_ensemble,AUC,F1,Recall
Medical_UCI,split_1+7,1999~1999,2000~2006,2007~2008,FS_DES,Old/New pools + FS + dynamic selection (DES),no_fs,Dynamic_KNORA_U,0.6395,0.2457,0.5085
Medical_UCI,split_2+6,1999~2000,2001~2006,2007~2008,FS_DES,Old/New pools + FS + dynamic selection (DES),mi_r80,Dynamic_KNORA_U,0.6482,0.2458,0.5233
Medical_UCI,split_3+5,1999~2001,2002~2006,2007~2008,FS_DES,Old/New pools + FS + dynamic selection (DES),no_fs,Dynamic_KNORA_U,0.6477,0.2473,0.4495
Medical_UCI,split_4+4,1999~2002,2003~2006,2007~2008,FS_DES,Old/New pools + FS + dynamic selection (DES),no_fs,Dynamic_KNORA_U,0.6511,0.2542,0.4624
Medical_UCI,split_5+3,1999~2003,2004~2006,2007~2008,FS_DES,Old/New pools + FS + dynamic selection (DES),no_fs,Dynamic_KNORA_U,0.6533,0.2577,0.4384
Medical_UCI,split_6+2,1999~2004,2005~2006,2007~2008,FS_DES,Old/New pools + FS + dynamic selection (DES),mi_r80,Dynamic_KNORA_U,0.6569,0.2532,0.5551
Medical_UCI,split_7+1,1999~2005,2006~2006,2007~2008,FS_DES,Old/New pools + FS + dynamic selection (DES),no_fs,Dynamic_KNORA_U,0.6514,0.2540,0.5593
