new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.6633,0.6621,0.6571,0.6630,0.6614
6yr,0.6653,0.6631,0.6612,0.6599,0.6624
5yr,0.6645,0.6673,0.6612,0.6556,0.6621
4yr,0.6661,0.6672,0.6517,0.6589,0.6610
3yr,0.6650,0.6638,0.6462,0.6515,0.6566
2yr,0.6619,0.6590,0.6323,0.6493,0.6506
1yr,0.6503,0.6539,0.6394,0.6478,0.6478
avg,0.6623,0.6623,0.6499,0.6551,0.6574
