old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5588,0.6054,0.2750,0.6608,0.5250
2yr,0.6345,0.5076,0.3904,0.5072,0.5099
3yr,0.5575,0.5828,0.4905,0.4767,0.5269
4yr,0.4772,0.5104,0.4947,0.4924,0.4937
5yr,0.4425,0.5307,0.4656,0.4638,0.4757
6yr,0.4610,0.4476,0.4504,0.5404,0.4749
7yr,0.4407,0.4592,0.5367,0.4610,0.4744
avg,0.5103,0.5205,0.4433,0.5146,0.4972
