old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1448,0.1404,0.1812,0.1326,0.1497
2yr,0.1483,0.1531,0.1679,0.1520,0.1553
3yr,0.1573,0.1559,0.1663,0.1676,0.1618
4yr,0.1748,0.1662,0.1651,0.1688,0.1687
5yr,0.1776,0.1638,0.1728,0.1708,0.1713
6yr,0.1779,0.1788,0.1733,0.1643,0.1736
7yr,0.1832,0.1832,0.1690,0.1814,0.1792
avg,0.1663,0.1631,0.1708,0.1625,0.1657
