old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.6147,0.6130,0.6084,0.6142,0.6126
2yr,0.6386,0.6313,0.6246,0.6304,0.6312
3yr,0.6455,0.6465,0.6427,0.6460,0.6452
4yr,0.6488,0.6496,0.6470,0.6420,0.6468
5yr,0.6573,0.6560,0.6538,0.6520,0.6548
6yr,0.6596,0.6583,0.6526,0.6564,0.6567
7yr,0.6600,0.6624,0.6593,0.6588,0.6601
avg,0.6464,0.6453,0.6412,0.6428,0.6439
