new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.5969,0.5662,0.5954,0.6052,0.5909
6yr,0.5878,0.6025,0.5766,0.5940,0.5902
5yr,0.5962,0.5956,0.5649,0.5864,0.5858
4yr,0.5318,0.4889,0.5351,0.5695,0.5313
3yr,0.5544,0.5843,0.5849,0.5834,0.5767
2yr,0.5724,0.6044,0.5730,0.5778,0.5819
1yr,0.5145,0.5978,0.4899,0.6021,0.5511
avg,0.5649,0.5771,0.5600,0.5883,0.5726
