new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2532,0.2624,0.2571,0.2640,0.2592
6yr,0.2651,0.2569,0.2614,0.2598,0.2608
5yr,0.2564,0.2594,0.2644,0.2559,0.2590
4yr,0.2654,0.2553,0.2576,0.2597,0.2595
3yr,0.2678,0.2639,0.2475,0.2563,0.2589
2yr,0.2596,0.2570,0.2515,0.2591,0.2568
1yr,0.2536,0.2619,0.2384,0.2437,0.2494
avg,0.2601,0.2596,0.2540,0.2569,0.2577
