new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2982,0.1950,0.2767,0.2790,0.2622
6yr,0.2313,0.3002,0.2177,0.2628,0.2530
5yr,0.2821,0.2686,0.1883,0.2564,0.2488
4yr,0.1357,0.0961,0.1534,0.2077,0.1482
3yr,0.1644,0.2270,0.2837,0.2474,0.2306
2yr,0.2138,0.3067,0.2375,0.2263,0.2461
1yr,0.1308,0.2659,0.1214,0.3981,0.2290
avg,0.2080,0.2371,0.2113,0.2682,0.2311
