old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2299,0.2280,0.2185,0.2208,0.2243
2yr,0.2404,0.2353,0.2348,0.2339,0.2361
3yr,0.2453,0.2460,0.2484,0.2480,0.2469
4yr,0.2558,0.2507,0.2476,0.2514,0.2514
5yr,0.2534,0.2504,0.2521,0.2497,0.2514
6yr,0.2568,0.2555,0.2503,0.2520,0.2537
7yr,0.2588,0.2619,0.2570,0.2603,0.2595
avg,0.2486,0.2468,0.2441,0.2452,0.2462
