method,AUC_mean,AUC_std,AUC_count,PR_AUC_mean,PR_AUC_std,PR_AUC_count,F1_mean,F1_std,F1_count,G_Mean_mean,G_Mean_std,G_Mean_count,Recall_mean,Recall_std,Recall_count,Precision_mean,Precision_std,Precision_count,Balanced_Accuracy_mean,Balanced_Accuracy_std,Balanced_Accuracy_count,Type1_Error_mean,Type1_Error_std,Type1_Error_count,Type2_Error_mean,Type2_Error_std,Type2_Error_count,Recall_at_5pctFPR_mean,Recall_at_5pctFPR_std,Recall_at_5pctFPR_count,Precision_at_5pctFPR_mean,Precision_at_5pctFPR_std,Precision_at_5pctFPR_count,Realized_FPR_at_5pctFPR_mean,Realized_FPR_at_5pctFPR_std,Realized_FPR_at_5pctFPR_count
B_data_equal,0.852869423882,,1,0.120160229605,,1,0.176470588235,,1,0.406274500087,,1,0.166089965398,,1,0.188235294118,,1,0.579941255227,,1,0.00620745494347,,1,0.833910034602,,1,0.359861591696,,1,0.0735502121641,,1,0.0392838936036,,1
B_model_FIFO5_equal,0.862615428021,,1,0.124804769715,,1,0.164556962025,,1,0.422327649772,,1,0.179930795848,,1,0.151603498542,,1,0.58560218684,,1,0.00872642216691,,1,0.820069204152,,1,0.42214532872,,1,0.0806345009914,,1,0.0417128977119,,1
Recent3y,0.845029973697,,1,0.096580165906,,1,0.165631469979,,1,0.371172628567,,1,0.138408304498,,1,0.20618556701,,1,0.566895098961,,1,0.0046181065763,,1,0.861591695502,,1,0.391003460208,,1,0.0735677083333,,1,0.0426725042732,,1
