old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1423,0.1350,0.1594,0.1312,0.1420
2yr,0.1574,0.1301,0.1456,0.1596,0.1482
3yr,0.1693,0.1595,0.1449,0.1627,0.1591
4yr,0.1650,0.1777,0.1392,0.1696,0.1629
5yr,0.1547,0.1646,0.1786,0.1751,0.1683
6yr,0.1711,0.1858,0.1790,0.1676,0.1759
7yr,0.1668,0.1693,0.1742,0.1634,0.1684
avg,0.1610,0.1603,0.1601,0.1613,0.1607
