new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.5715,0.5776,0.5830,0.5747,0.5767
6yr,0.5914,0.5580,0.5887,0.5372,0.5688
5yr,0.5615,0.5854,0.5663,0.5793,0.5731
4yr,0.5318,0.5867,0.5869,0.4984,0.5509
3yr,0.5719,0.5757,0.4895,0.5074,0.5361
2yr,0.5437,0.5477,0.5885,0.5465,0.5566
1yr,0.6041,0.5436,0.5233,0.5917,0.5657
avg,0.5680,0.5678,0.5609,0.5479,0.5611
