new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.6494,0.6267,0.6537,0.6594,0.6473
6yr,0.6446,0.6592,0.6588,0.6548,0.6544
5yr,0.6204,0.6648,0.6553,0.6485,0.6473
4yr,0.6661,0.6563,0.6540,0.6423,0.6547
3yr,0.6339,0.6551,0.6265,0.6341,0.6374
2yr,0.6398,0.6446,0.6494,0.6438,0.6444
1yr,0.6466,0.6308,0.6348,0.6414,0.6384
avg,0.6430,0.6482,0.6475,0.6463,0.6463
