new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2561,0.2351,0.2530,0.2588,0.2507
6yr,0.2471,0.2617,0.2622,0.2561,0.2568
5yr,0.2275,0.2714,0.2569,0.2500,0.2515
4yr,0.2654,0.2568,0.2588,0.2408,0.2555
3yr,0.2422,0.2546,0.2276,0.2402,0.2411
2yr,0.2461,0.2480,0.2598,0.2521,0.2515
1yr,0.2542,0.2496,0.2458,0.2511,0.2502
avg,0.2484,0.2539,0.2520,0.2499,0.2510
