old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.4919,0.6668,0.4089,0.5496,0.5293
2yr,0.4707,0.6885,0.4236,0.4873,0.5175
3yr,0.3932,0.5436,0.5538,0.4882,0.4947
4yr,0.4859,0.3784,0.6322,0.4698,0.4916
5yr,0.5542,0.4905,0.4287,0.3650,0.4596
6yr,0.5099,0.4255,0.3623,0.5127,0.4526
7yr,0.5298,0.5164,0.4956,0.5418,0.5209
avg,0.4908,0.5300,0.4721,0.4878,0.4952
