new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.4195,0.4901,0.4578,0.4236,0.4477
6yr,0.5053,0.3807,0.4573,0.3433,0.4217
5yr,0.4485,0.4338,0.4052,0.4522,0.4349
4yr,0.3272,0.4615,0.4582,0.2852,0.3830
3yr,0.4458,0.4329,0.2783,0.3004,0.3643
2yr,0.3655,0.3724,0.4610,0.3655,0.3911
1yr,0.5367,0.3618,0.3249,0.4933,0.4292
avg,0.4355,0.4190,0.4061,0.3805,0.4103
