old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5993,0.6119,0.6081,0.5801,0.5999
2yr,0.6321,0.6042,0.5941,0.6294,0.6149
3yr,0.6313,0.6445,0.6232,0.6428,0.6354
4yr,0.6355,0.6363,0.6203,0.6461,0.6345
5yr,0.6385,0.6425,0.6540,0.6370,0.6430
6yr,0.6524,0.6567,0.6312,0.6559,0.6490
7yr,0.6601,0.6593,0.6587,0.6589,0.6592
avg,0.6356,0.6365,0.6271,0.6357,0.6337
