split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error,tune_val_auc,tune_best_params
split_4+4,New,oversampling,0.654029,0.258796,0.586939,0.458237,0.180316,0.248213,0.541763,0.657470,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
split_4+4,New,hybrid,0.642276,0.240842,0.498379,0.285187,0.208432,0.129055,0.714813,0.648501,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 15, ""min_child_samples"": 20, ""n_estimators"": 1000, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_5+3,Old,none,0.638463,0.241942,0.595235,0.554222,0.154748,0.360717,0.445778,0.666323,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.85}"
split_5+3,Old,undersampling,0.642499,0.246493,0.587382,0.490540,0.164602,0.296657,0.509460,0.677809,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
split_5+3,Old,oversampling,0.653956,0.252137,0.572691,0.428703,0.178585,0.234961,0.571297,0.682742,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 800, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.7}"
split_5+3,Old,hybrid,0.637048,0.236649,0.538715,0.365021,0.175077,0.204938,0.634979,0.654307,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.2, ""max_depth"": 10, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
split_5+3,New,none,0.633904,0.242166,0.571853,0.445778,0.166236,0.266414,0.554222,0.636256,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": 10, ""min_child_samples"": 100, ""n_estimators"": 200, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 0.85}"
split_5+3,New,undersampling,0.655076,0.254615,0.575665,0.432856,0.180350,0.234411,0.567144,0.649911,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_5+3,New,oversampling,0.626493,0.227590,0.489457,0.278265,0.192529,0.139063,0.721735,0.642666,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 100, ""n_estimators"": 1000, ""num_leaves"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 0.7}"
split_5+3,New,hybrid,0.634149,0.240177,0.507362,0.300415,0.200061,0.143132,0.699585,0.638267,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.1, ""max_depth"": 7, ""min_child_samples"": 50, ""n_estimators"": 800, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 0.85}"
split_6+2,Old,none,0.652420,0.256262,0.599880,0.509922,0.171132,0.294292,0.490078,0.677704,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 0.85}"
split_6+2,Old,undersampling,0.656687,0.258626,0.575266,0.425473,0.185775,0.222204,0.574527,0.684035,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_6+2,Old,oversampling,0.631190,0.239585,0.539002,0.362252,0.178979,0.198009,0.637748,0.653931,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 15, ""min_child_samples"": 20, ""n_estimators"": 1000, ""num_leaves"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_6+2,Old,hybrid,0.655880,0.252586,0.597580,0.512690,0.167572,0.303475,0.487310,0.672808,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 800, ""num_leaves"": 50, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
split_6+2,New,none,0.639810,0.246077,0.543677,0.365482,0.185480,0.191246,0.634518,0.651056,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.7}"
split_6+2,New,undersampling,0.644555,0.247964,0.547737,0.372404,0.185859,0.194380,0.627596,0.661843,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": 15, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_6+2,New,oversampling,0.649431,0.259818,0.588494,0.461006,0.180880,0.248763,0.538994,0.653804,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": 15, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 50, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1, ""subsample"": 0.85}"
split_6+2,New,hybrid,0.643819,0.252149,0.546535,0.365482,0.192467,0.182723,0.634518,0.650619,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_7+1,Old,none,0.660122,0.253702,0.602248,0.529765,0.166788,0.315352,0.470235,0.681251,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.7}"
split_7+1,Old,undersampling,0.659264,0.254985,0.600390,0.516382,0.169289,0.301936,0.483618,0.681032,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_samples"": 50, ""n_estimators"": 100, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 3.0, ""subsample"": 0.7}"
split_7+1,Old,oversampling,0.658654,0.257801,0.597388,0.495616,0.174209,0.279941,0.504384,0.676829,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 15, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
split_7+1,Old,hybrid,0.658856,0.251123,0.602291,0.541763,0.163441,0.330419,0.458237,0.675225,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 800, ""num_leaves"": 50, ""reg_alpha"": 0.0, ""reg_lambda"": 3.0, ""subsample"": 0.85}"
split_7+1,New,none,0.646624,0.254235,0.604121,0.536687,0.166571,0.319971,0.463313,0.650039,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 100, ""n_estimators"": 100, ""num_leaves"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1, ""subsample"": 0.7}"
split_7+1,New,undersampling,0.630787,0.249642,0.543639,0.361790,0.190569,0.183108,0.638210,0.630040,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_7+1,New,oversampling,0.634826,0.245810,0.523293,0.324873,0.197697,0.157099,0.675127,0.613658,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 50, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_7+1,New,hybrid,0.641385,0.251145,0.591748,0.493309,0.168453,0.290168,0.506691,0.626044,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 150, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.7}"
