split,method,sampling,tune_val_auc,tune_best_params
split_2+6,Old,none,0.655783,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 7, ""min_child_samples"": 50, ""n_estimators"": 800, ""num_leaves"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_2+6,Old,undersampling,0.638361,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""max_depth"": 15, ""min_child_samples"": 100, ""n_estimators"": 800, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_2+6,Old,oversampling,0.632234,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 800, ""num_leaves"": 150, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 0.7}"
split_2+6,Old,hybrid,0.656546,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.7}"
split_2+6,New,none,0.659711,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 50, ""n_estimators"": 800, ""num_leaves"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
split_2+6,New,undersampling,0.667280,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
split_2+6,New,oversampling,0.665933,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 50, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 0.85}"
split_2+6,New,hybrid,0.665541,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 800, ""num_leaves"": 50, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_3+5,Old,none,0.667986,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 15, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 0.7}"
split_3+5,Old,undersampling,0.682136,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 20, ""n_estimators"": 800, ""num_leaves"": 150, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_3+5,Old,oversampling,0.667015,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""max_depth"": 10, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_3+5,Old,hybrid,0.677402,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 50, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_3+5,New,none,0.623581,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": 10, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_3+5,New,undersampling,0.665520,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.7}"
split_3+5,New,oversampling,0.658138,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 100, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_3+5,New,hybrid,0.652920,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 0.7}"
split_4+4,Old,none,0.671390,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 1000, ""num_leaves"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 0.85}"
split_4+4,Old,undersampling,0.665757,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.7}"
split_4+4,Old,oversampling,0.640528,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": 7, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.7}"
split_4+4,Old,hybrid,0.670400,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 50, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_4+4,New,none,0.664692,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 50, ""n_estimators"": 100, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_4+4,New,undersampling,0.653908,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 50, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
split_4+4,New,oversampling,0.657470,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
split_4+4,New,hybrid,0.648501,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 15, ""min_child_samples"": 20, ""n_estimators"": 1000, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_5+3,Old,none,0.666323,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.85}"
split_5+3,Old,undersampling,0.677809,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
split_5+3,Old,oversampling,0.682742,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 800, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.7}"
split_5+3,Old,hybrid,0.654307,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.2, ""max_depth"": 10, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 1.0}"
split_5+3,New,none,0.636256,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": 10, ""min_child_samples"": 100, ""n_estimators"": 200, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 0.85}"
split_5+3,New,undersampling,0.649911,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_5+3,New,oversampling,0.642666,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 100, ""n_estimators"": 1000, ""num_leaves"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 0.7}"
split_5+3,New,hybrid,0.638267,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.1, ""max_depth"": 7, ""min_child_samples"": 50, ""n_estimators"": 800, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 0.85}"
split_6+2,Old,none,0.677704,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 0.85}"
split_6+2,Old,undersampling,0.684035,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_6+2,Old,oversampling,0.653931,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 15, ""min_child_samples"": 20, ""n_estimators"": 1000, ""num_leaves"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_6+2,Old,hybrid,0.672808,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 800, ""num_leaves"": 50, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
split_6+2,New,none,0.651056,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.7}"
split_6+2,New,undersampling,0.661843,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.01, ""max_depth"": 15, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 100, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_6+2,New,oversampling,0.653804,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": 15, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 50, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1, ""subsample"": 0.85}"
split_6+2,New,hybrid,0.650619,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 1.0}"
split_7+1,Old,none,0.681251,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.7}"
split_7+1,Old,undersampling,0.681032,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_samples"": 50, ""n_estimators"": 100, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 3.0, ""subsample"": 0.7}"
split_7+1,Old,oversampling,0.676829,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 15, ""min_child_samples"": 50, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
split_7+1,Old,hybrid,0.675225,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 800, ""num_leaves"": 50, ""reg_alpha"": 0.0, ""reg_lambda"": 3.0, ""subsample"": 0.85}"
split_7+1,New,none,0.650039,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": -1, ""min_child_samples"": 100, ""n_estimators"": 100, ""num_leaves"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 0.1, ""subsample"": 0.7}"
split_7+1,New,undersampling,0.630040,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_samples"": 50, ""n_estimators"": 500, ""num_leaves"": 50, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0}"
split_7+1,New,oversampling,0.613658,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 50, ""reg_alpha"": 1.0, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
split_7+1,New,hybrid,0.626044,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_samples"": 100, ""n_estimators"": 500, ""num_leaves"": 150, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.7}"
