old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5641,0.5721,0.5512,0.5579,0.5613
2yr,0.5739,0.5574,0.5460,0.5816,0.5648
3yr,0.5503,0.5984,0.5815,0.5849,0.5788
4yr,0.5861,0.5472,0.5812,0.5840,0.5746
5yr,0.5952,0.5874,0.5727,0.5387,0.5735
6yr,0.5999,0.5753,0.5390,0.5976,0.5779
7yr,0.6022,0.6004,0.5974,0.6023,0.6006
avg,0.5817,0.5769,0.5670,0.5781,0.5759
