old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2208,0.2245,0.2294,0.2118,0.2216
2yr,0.2359,0.2188,0.2167,0.2404,0.2280
3yr,0.2367,0.2467,0.2297,0.2441,0.2393
4yr,0.2464,0.2419,0.2282,0.2492,0.2414
5yr,0.2419,0.2465,0.2521,0.2366,0.2443
6yr,0.2563,0.2586,0.2396,0.2526,0.2518
7yr,0.2537,0.2550,0.2578,0.2511,0.2544
avg,0.2417,0.2417,0.2362,0.2408,0.2401
