old+new_years_finetune,none,undersampling,oversampling,hybrid,avg
1+15,0.1953,0.1777,0.0778,0.1138,0.1411
2+14,0.1958,0.1756,0.1003,0.1280,0.1499
3+13,0.1704,0.1690,0.1133,0.1261,0.1447
4+12,0.1990,0.1876,0.1152,0.1359,0.1594
5+11,0.2272,0.1973,0.1205,0.1345,0.1699
6+10,0.1981,0.1898,0.1265,0.1377,0.1630
avg,0.1976,0.1828,0.1089,0.1293,0.1547
