old+new_years_finetune,none,undersampling,oversampling,hybrid,avg
1+15,0.5331,0.5017,0.4983,0.4460,0.4948
2+14,0.4983,0.5470,0.5645,0.4321,0.5105
3+13,0.5784,0.5192,0.4495,0.4808,0.5070
4+12,0.4843,0.5226,0.5017,0.4669,0.4939
5+11,0.4983,0.5087,0.4599,0.4843,0.4878
6+10,0.5017,0.4913,0.3902,0.4530,0.4591
avg,0.5157,0.5151,0.4774,0.4605,0.4922
