split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error,tune_val_auc,tune_best_params
split_3+13,New,none,0.863077,0.213434,0.732282,0.592334,0.130168,0.094706,0.407666,0.844026,"{""max_depth"": 24, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_3+13,New,undersampling,0.863128,0.252669,0.682720,0.494774,0.169654,0.057941,0.505226,0.847410,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 400}"
split_3+13,New,oversampling,0.811896,0.136842,0.602727,0.407666,0.082221,0.108879,0.592334,0.782445,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_3+13,New,hybrid,0.826002,0.175810,0.648990,0.463415,0.108483,0.091121,0.536585,0.789384,"{""max_depth"": 24, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 200}"
split_3+13,Finetune,none,0.845103,0.170431,0.711554,0.578397,0.099940,0.124635,0.421603,0.721820,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_3+13,Finetune,undersampling,0.839557,0.169030,0.679506,0.519164,0.100949,0.110629,0.480836,0.721305,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 400}"
split_3+13,Finetune,oversampling,0.769732,0.113307,0.616232,0.449477,0.064824,0.155148,0.550523,0.637717,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 400}"
split_3+13,Finetune,hybrid,0.780044,0.126143,0.640440,0.480836,0.072593,0.146978,0.519164,0.651072,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 200}"
split_4+12,Old,none,0.702879,0.091873,0.491502,0.271777,0.055280,0.111130,0.728223,0.748500,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 400}"
split_4+12,Old,undersampling,0.681307,0.081234,0.488903,0.275261,0.047648,0.131638,0.724739,0.752419,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_4+12,Old,oversampling,0.678188,0.073551,0.623346,0.599303,0.039180,0.351647,0.400697,0.661878,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 800}"
split_4+12,Old,hybrid,0.678375,0.069093,0.545665,0.390244,0.037902,0.237015,0.609756,0.680151,"{""max_depth"": 24, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 200}"
split_4+12,New,none,0.869351,0.246998,0.686293,0.501742,0.163823,0.061276,0.498258,0.856793,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_4+12,New,undersampling,0.870072,0.239344,0.689445,0.508711,0.156484,0.065611,0.491289,0.848204,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_4+12,New,oversampling,0.816762,0.144578,0.624776,0.439024,0.086538,0.110880,0.560976,0.785658,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 600}"
split_4+12,New,hybrid,0.827811,0.180316,0.621216,0.418118,0.114943,0.077032,0.581882,0.791923,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 16, ""n_estimators"": 600}"
split_4+12,Finetune,none,0.845141,0.198998,0.667169,0.484321,0.125225,0.080950,0.515679,0.757773,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 800}"
split_4+12,Finetune,undersampling,0.845311,0.187617,0.687035,0.522648,0.114329,0.096874,0.477352,0.752055,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 600}"
split_4+12,Finetune,oversampling,0.773043,0.115200,0.644358,0.501742,0.065070,0.172489,0.498258,0.655461,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_4+12,Finetune,hybrid,0.794223,0.135903,0.637595,0.466899,0.079525,0.129304,0.533101,0.681266,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 600}"
split_5+11,Old,none,0.710118,0.092388,0.472304,0.247387,0.056800,0.098291,0.752613,0.785135,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_5+11,Old,undersampling,0.712064,0.096844,0.521831,0.310105,0.057382,0.121884,0.689895,0.776317,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 800}"
split_5+11,Old,oversampling,0.678158,0.070641,0.616250,0.602787,0.037519,0.369987,0.397213,0.677342,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 200}"
split_5+11,Old,hybrid,0.688309,0.077202,0.564255,0.407666,0.042638,0.219008,0.592334,0.707008,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400}"
split_5+11,New,none,0.872628,0.250657,0.684634,0.498258,0.167447,0.059275,0.501742,0.858098,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_5+11,New,undersampling,0.862445,0.246649,0.673065,0.480836,0.165865,0.057857,0.519164,0.857973,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 200}"
split_5+11,New,oversampling,0.815908,0.159311,0.674168,0.515679,0.094208,0.118633,0.484321,0.776031,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 4, ""n_estimators"": 800}"
split_5+11,New,hybrid,0.834920,0.187742,0.625010,0.421603,0.120758,0.073447,0.578397,0.798399,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 8, ""n_estimators"": 400}"
split_5+11,Finetune,none,0.850354,0.227164,0.681045,0.498258,0.147119,0.069112,0.501742,0.785823,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_5+11,Finetune,undersampling,0.845485,0.197297,0.681401,0.508711,0.122381,0.087286,0.491289,0.779089,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 8, ""n_estimators"": 800}"
split_5+11,Finetune,oversampling,0.781415,0.120493,0.626088,0.459930,0.069328,0.147728,0.540070,0.684266,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 600}"
split_5+11,Finetune,hybrid,0.797818,0.134494,0.646577,0.484321,0.078090,0.136807,0.515679,0.699664,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 200}"
split_6+10,Old,none,0.714703,0.096855,0.490786,0.268293,0.059094,0.102209,0.731707,0.789219,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 800}"
split_6+10,Old,undersampling,0.704504,0.091197,0.474716,0.250871,0.055728,0.101709,0.749129,0.802222,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 800}"
split_6+10,Old,oversampling,0.678449,0.070138,0.524276,0.344948,0.039038,0.203168,0.655052,0.700559,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_6+10,Old,hybrid,0.696154,0.078294,0.591648,0.466899,0.042730,0.250271,0.533101,0.719616,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400}"
split_6+10,New,none,0.871029,0.240927,0.710595,0.543554,0.154762,0.071030,0.456446,0.867301,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_6+10,New,undersampling,0.869593,0.242131,0.698358,0.522648,0.157563,0.066861,0.477352,0.867018,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 600}"
split_6+10,New,oversampling,0.827068,0.158185,0.635570,0.449477,0.095982,0.101292,0.550523,0.801991,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_6+10,New,hybrid,0.840669,0.192716,0.639656,0.442509,0.123181,0.075365,0.557491,0.814439,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 600}"
split_6+10,Finetune,none,0.847294,0.198074,0.677459,0.501742,0.123393,0.085286,0.498258,0.797675,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 8, ""n_estimators"": 800}"
split_6+10,Finetune,undersampling,0.844338,0.189771,0.669295,0.491289,0.117598,0.088203,0.508711,0.798213,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_6+10,Finetune,oversampling,0.781855,0.126482,0.587884,0.390244,0.075472,0.114381,0.609756,0.702995,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 200}"
split_6+10,Finetune,hybrid,0.800843,0.137712,0.630407,0.452962,0.081199,0.122634,0.547038,0.711157,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 400}"
