old+new_years_finetune,none,undersampling,oversampling,hybrid,avg
1+15,0.8400,0.8332,0.6793,0.7493,0.7755
2+14,0.8421,0.8362,0.7598,0.7835,0.8054
3+13,0.8451,0.8396,0.7697,0.7800,0.8086
4+12,0.8451,0.8453,0.7730,0.7942,0.8144
5+11,0.8504,0.8455,0.7814,0.7978,0.8188
6+10,0.8473,0.8443,0.7819,0.8008,0.8186
avg,0.8450,0.8407,0.7575,0.7843,0.8069
