old+new_years_finetune,none,undersampling,oversampling,hybrid,avg
1+15,0.0940,0.0992,0.2704,0.1530,0.1541
2+14,0.0860,0.1120,0.2318,0.1273,0.1393
3+13,0.1246,0.1106,0.1551,0.1470,0.1343
4+12,0.0809,0.0969,0.1725,0.1293,0.1199
5+11,0.0691,0.0873,0.1477,0.1368,0.1102
6+10,0.0853,0.0882,0.1144,0.1226,0.1026
avg,0.0900,0.0990,0.1820,0.1360,0.1268
