split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_1+15,Old,none,0.597711,0.081901,0.494316,0.282230,0.047901,0.134223,0.717770
split_1+15,Old,undersampling,0.593966,0.073086,0.440871,0.219512,0.043841,0.114548,0.780488
split_1+15,Old,oversampling,0.539260,0.060173,0.421778,0.205575,0.035245,0.134639,0.794425
split_1+15,Old,hybrid,0.549215,0.056407,0.472561,0.282230,0.031335,0.208754,0.717770
split_1+15,New,none,0.693445,0.082971,0.610684,0.498258,0.045253,0.251521,0.501742
split_1+15,New,undersampling,0.693913,0.082664,0.611586,0.501742,0.045042,0.254523,0.498258
split_1+15,New,oversampling,0.694728,0.082192,0.610902,0.501742,0.044762,0.256190,0.498258
split_1+15,New,hybrid,0.709931,0.138922,0.601239,0.404181,0.083876,0.105627,0.595819
split_1+15,Retrain,none,0.694840,0.082408,0.607175,0.491289,0.044976,0.249604,0.508711
split_1+15,Retrain,undersampling,0.695093,0.078632,0.617325,0.536585,0.042424,0.289787,0.463415
split_1+15,Retrain,oversampling,0.695194,0.082333,0.611107,0.501742,0.044846,0.255690,0.498258
split_1+15,Retrain,hybrid,0.711922,0.141176,0.597504,0.397213,0.085843,0.101209,0.602787
split_1+15,Finetune,none,0.693361,0.083067,0.610820,0.498258,0.045311,0.251188,0.501742
split_1+15,Finetune,undersampling,0.693943,0.082569,0.611449,0.501742,0.044986,0.254856,0.498258
split_1+15,Finetune,oversampling,0.693734,0.137886,0.575637,0.365854,0.084951,0.094289,0.634146
split_1+15,Finetune,hybrid,0.713105,0.140745,0.608453,0.414634,0.084758,0.107128,0.585366
split_2+14,Old,none,0.644708,0.056626,0.529900,0.839721,0.029301,0.665611,0.160279
split_2+14,Old,undersampling,0.644546,0.056437,0.529195,0.836237,0.029204,0.665110,0.163763
split_2+14,Old,oversampling,0.627653,0.056231,0.538913,0.797909,0.029142,0.636015,0.202091
split_2+14,Old,hybrid,0.645203,0.056956,0.547021,0.790941,0.029542,0.621676,0.209059
split_2+14,New,none,0.696691,0.084681,0.614418,0.501742,0.046243,0.247603,0.498258
split_2+14,New,undersampling,0.697146,0.097902,0.612105,0.463415,0.054733,0.191496,0.536585
split_2+14,New,oversampling,0.698933,0.137255,0.575451,0.365854,0.084473,0.094873,0.634146
split_2+14,New,hybrid,0.712334,0.132894,0.609867,0.421603,0.078879,0.117799,0.578397
split_2+14,Finetune,none,0.696550,0.078129,0.614166,0.529617,0.042175,0.287787,0.470383
split_2+14,Finetune,undersampling,0.697012,0.077902,0.614884,0.533101,0.042021,0.290788,0.466899
split_2+14,Finetune,oversampling,0.694274,0.082884,0.614543,0.508711,0.045117,0.257607,0.491289
split_2+14,Finetune,hybrid,0.708840,0.092610,0.634278,0.526132,0.050773,0.235348,0.473868
split_3+13,Old,none,0.633520,0.054896,0.506237,0.853659,0.028360,0.699792,0.146341
split_3+13,Old,undersampling,0.632967,0.055582,0.559533,0.620209,0.029094,0.495206,0.379791
split_3+13,Old,oversampling,0.631941,0.056174,0.535429,0.808362,0.029098,0.645352,0.191638
split_3+13,Old,hybrid,0.642028,0.058229,0.544140,0.843206,0.030156,0.648854,0.156794
split_3+13,New,none,0.700793,0.135320,0.584227,0.379791,0.082326,0.101292,0.620209
split_3+13,New,undersampling,0.701601,0.134639,0.586302,0.383275,0.081663,0.103126,0.616725
split_3+13,New,oversampling,0.703933,0.139505,0.587853,0.383275,0.085271,0.098374,0.616725
split_3+13,New,hybrid,0.727865,0.127699,0.643133,0.484321,0.073545,0.145977,0.515679
split_3+13,Finetune,none,0.700758,0.079172,0.617156,0.533101,0.042761,0.285536,0.466899
split_3+13,Finetune,undersampling,0.701278,0.078643,0.616219,0.533101,0.042453,0.287703,0.466899
split_3+13,Finetune,oversampling,0.699209,0.095915,0.613630,0.470383,0.053402,0.199500,0.529617
split_3+13,Finetune,hybrid,0.724187,0.135454,0.633455,0.459930,0.079422,0.127553,0.540070
split_4+12,Old,none,0.644422,0.056667,0.525482,0.853659,0.029306,0.676532,0.146341
split_4+12,Old,undersampling,0.644098,0.056822,0.535186,0.829268,0.029419,0.654606,0.170732
split_4+12,Old,oversampling,0.626869,0.056633,0.536594,0.818815,0.029331,0.648353,0.181185
split_4+12,Old,hybrid,0.637561,0.057566,0.543136,0.825784,0.029823,0.642768,0.174216
split_4+12,New,none,0.704725,0.139163,0.594602,0.393728,0.084518,0.102043,0.606272
split_4+12,New,undersampling,0.705159,0.151079,0.579150,0.365854,0.095195,0.083201,0.634146
split_4+12,New,oversampling,0.704929,0.141002,0.597449,0.397213,0.085714,0.101376,0.602787
split_4+12,New,hybrid,0.722896,0.127680,0.633706,0.466899,0.073951,0.139892,0.533101
split_4+12,Finetune,none,0.704728,0.090074,0.625581,0.512195,0.049379,0.235932,0.487805
split_4+12,Finetune,undersampling,0.704836,0.079607,0.619061,0.536585,0.042993,0.285786,0.463415
split_4+12,Finetune,oversampling,0.704270,0.139303,0.592377,0.390244,0.084784,0.100792,0.609756
