split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_2+14,Old,none,0.463124,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_2+14,Old,undersampling,0.453349,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_2+14,Old,oversampling,0.458465,0.046842,0.402253,0.195122,0.026616,0.170738,0.804878
split_2+14,Old,hybrid,0.463134,0.042847,0.462187,0.313589,0.022994,0.318799,0.686411
split_2+14,Old+New,none,0.764380,0.151589,0.327406,0.108014,0.254098,0.007586,0.891986
split_2+14,Old+New,undersampling,0.768934,0.147059,0.322082,0.104530,0.247934,0.007586,0.895470
split_2+14,Old+New,oversampling,0.653654,0.097543,0.608393,0.456446,0.054606,0.189079,0.543554
split_2+14,Old+New,hybrid,0.708994,0.095112,0.673566,0.627178,0.051458,0.276615,0.372822
split_2+14,New,none,0.746267,0.089385,0.235571,0.055749,0.225352,0.004585,0.944251
split_2+14,New,undersampling,0.779737,0.163265,0.352422,0.125436,0.233766,0.009837,0.874564
split_2+14,New,oversampling,0.696223,0.100370,0.639946,0.519164,0.055556,0.211171,0.480836
split_2+14,New,hybrid,0.727975,0.100994,0.691142,0.655052,0.054715,0.270779,0.344948
split_4+12,Old,none,0.575741,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_4+12,Old,undersampling,0.571262,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_4+12,Old,oversampling,0.455603,0.044566,0.379756,0.170732,0.025628,0.155315,0.829268
split_4+12,Old,hybrid,0.472803,0.042929,0.455605,0.296167,0.023142,0.299125,0.703833
split_4+12,Old+New,none,0.772221,0.109948,0.269665,0.073171,0.221053,0.006169,0.926829
split_4+12,Old+New,undersampling,0.769941,0.139410,0.300232,0.090592,0.302326,0.005002,0.909408
split_4+12,Old+New,oversampling,0.696016,0.100295,0.645801,0.533101,0.055355,0.217674,0.466899
split_4+12,Old+New,hybrid,0.736737,0.107205,0.697250,0.648084,0.058435,0.249854,0.351916
split_4+12,New,none,0.797255,0.204255,0.406651,0.167247,0.262295,0.011255,0.832753
split_4+12,New,undersampling,0.773463,0.205231,0.418742,0.177700,0.242857,0.013256,0.822300
split_4+12,New,oversampling,0.705927,0.105165,0.673392,0.588850,0.057738,0.229929,0.411150
split_4+12,New,hybrid,0.751330,0.104221,0.708649,0.696864,0.056322,0.279366,0.303136
split_6+10,Old,none,0.668856,0.031414,0.144051,0.020906,0.063158,0.007420,0.979094
split_6+10,Old,undersampling,0.623033,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,Old,oversampling,0.492545,0.045211,0.445646,0.264808,0.024715,0.250021,0.735192
