method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
B_model_FIFO3_equal,33636,0.857583408104,0.117550275496,0.192109777015,0.438621321758,0.193771626298,0.190476190476,0.593317276249,0.18504766702,0.00713707379974,0.806228373702,0.429065743945,0.0817402768622,0.041772873122,1517,42,study3b_overlap_event_target_v1_financial18_exploratory,none
B_data_equal,33636,0.855103456026,0.112485433494,0.188948306595,0.426833244213,0.18339100346,0.194852941176,0.588411848028,0.182134157877,0.00656730740396,0.81660899654,0.363321799308,0.0812693498452,0.0355954058836,1292,42,study3b_overlap_event_target_v1_financial18_exploratory,none
Recent3y,33636,0.839085767223,0.0954185857507,0.174342105263,0.426530354166,0.18339100346,0.166144200627,0.58770713696,0.166830304447,0.00797672954089,0.81660899654,0.391003460208,0.0789106145251,0.039553782949,1432,42,study3b_overlap_event_target_v1_financial18_exploratory,none
B_model_FIFO3_equal,33636,0.857592124253,0.121487045644,0.191653786708,0.461116688942,0.214532871972,0.173184357542,0.60282825564,0.183894017546,0.00887636069212,0.785467128028,0.401384083045,0.0762656147272,0.0421327255825,1521,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
B_data_equal,33636,0.852869423882,0.120160229605,0.176470588235,0.406274500087,0.166089965398,0.188235294118,0.579941255227,0.169783203789,0.00620745494347,0.833910034602,0.359861591696,0.0735502121641,0.0392838936036,1414,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
Recent3y,33636,0.845029973697,0.096580165906,0.165631469979,0.371172628567,0.138408304498,0.20618556701,0.566895098961,0.159832592623,0.0046181065763,0.861591695502,0.391003460208,0.0735677083333,0.0426725042732,1536,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
B_model_FIFO3_equal,33636,0.842826966895,0.10940595343,0.172514619883,0.449550039304,0.204152249135,0.149367088608,0.597038190121,0.164220772077,0.0100758688938,0.795847750865,0.387543252595,0.0782122905028,0.039583770654,1432,42,study3b_overlap_event_target_v1_financial18_exploratory,scale_pos_weight
B_data_equal,33636,0.844660263686,0.0934867335276,0.148514851485,0.392987627099,0.155709342561,0.141955835962,0.573776343395,0.140791448001,0.00815665577113,0.844290657439,0.387543252595,0.0752688172043,0.0412630821363,1488,42,study3b_overlap_event_target_v1_financial18_exploratory,scale_pos_weight
Recent3y,33636,0.824728297384,0.0929905931142,0.164835164835,0.393343916952,0.155709342561,0.175097276265,0.574675974546,0.158024912292,0.00635739346868,0.844290657439,0.363321799308,0.073787772312,0.0395237952439,1423,42,study3b_overlap_event_target_v1_financial18_exploratory,scale_pos_weight
