test_feature_year,test_event_year,validation_feature_year,validation_event_year,method,n_validation,n_validation_positive,n_test,n_test_positive,prevalence,f1_threshold_from_validation,fpr5_threshold_from_validation,validation_AUC,validation_PR_AUC,validation_F1,validation_G_Mean,validation_Recall,validation_Precision,validation_Balanced_Accuracy,validation_Cohen_Kappa,validation_Type1_Error,validation_Type2_Error,validation_Recall_at_5pctFPR,validation_Precision_at_5pctFPR,validation_Realized_FPR_at_5pctFPR,validation_Alerts_at_5pctFPR,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method,window_years
2009,2010,2008,2009,B_model_FIFO3_equal,3857,58,3743,23,0.00614480363345,0.07,0.0378263480961,0.857480643727,0.129904431267,0.21164021164,0.578577859536,0.344827586207,0.152671755725,0.657804685444,0.194856376711,0.0292182153198,0.655172413793,0.396551724138,0.114427860697,0.0468544353777,201,0.833730715288,0.0346049010916,0.106666666667,0.414329584036,0.173913043478,0.0769230769231,0.580504908836,0.098989340107,0.0129032258065,0.826086956522,0.173913043478,0.0412371134021,0.025,97,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2010,2011,2009,2010,B_model_FIFO3_equal,3743,23,3625,35,0.00965517241379,0.2,0.0167332757264,0.847755960729,0.0733671461324,0.205128205128,0.416355657654,0.173913043478,0.25,0.585343618513,0.20110024029,0.00322580645161,0.826086956522,0.304347826087,0.0380434782609,0.0475806451613,184,0.832900915241,0.123482188589,0.139534883721,0.292566072001,0.0857142857143,0.375,0.542160764027,0.136432411551,0.00139275766017,0.914285714286,0.171428571429,0.047619047619,0.033426183844,126,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2011,2012,2010,2011,B_model_FIFO3_equal,3625,35,3513,25,0.00711642470823,0.06,0.0115366009995,0.830202944688,0.111907366882,0.161290322581,0.376804584878,0.142857142857,0.185185185185,0.568364504576,0.154177510545,0.00612813370474,0.857142857143,0.257142857143,0.0661764705882,0.0353760445682,136,0.897993119266,0.110763059385,0.179104477612,0.487363248286,0.24,0.142857142857,0.614839449541,0.171714443716,0.0103211009174,0.76,0.48,0.0740740740741,0.043004587156,162,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2012,2013,2011,2012,B_model_FIFO3_equal,3513,25,3485,26,0.00746054519369,0.08,0.00734832882881,0.918348623853,0.187102536169,0.260869565217,0.488843420645,0.24,0.285714285714,0.617849770642,0.256035578145,0.0043004587156,0.76,0.56,0.0833333333333,0.0441513761468,168,0.892587897792,0.231257288255,0.280701754386,0.552852930614,0.307692307692,0.258064516129,0.65052149354,0.274816908843,0.00664932061289,0.692307692308,0.5,0.0604651162791,0.058398381035,215,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2013,2014,2012,2013,B_model_FIFO3_equal,3485,26,3484,28,0.00803673938002,0.12,0.00918670278043,0.893644227989,0.297711770914,0.363636363636,0.553897794248,0.307692307692,0.444444444444,0.652400649365,0.359728091126,0.00289100896213,0.692307692308,0.538461538462,0.115702479339,0.0309337958948,121,0.855944113757,0.0857760485863,0.111111111111,0.267029143526,0.0714285714286,0.25,0.534846230159,0.107924721547,0.00173611111111,0.928571428571,0.25,0.0642201834862,0.0295138888889,109,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2014,2015,2013,2014,B_model_FIFO3_equal,3484,28,3504,33,0.00941780821918,0.02,0.00464493548498,0.843357308201,0.0811802401004,0.120481927711,0.419509153528,0.178571428571,0.0909090909091,0.582051917989,0.111013240496,0.0144675925926,0.821428571429,0.5,0.0833333333333,0.0445601851852,168,0.866329675318,0.0635358445208,0.14,0.456568140458,0.212121212121,0.10447761194,0.59741756371,0.129008202834,0.0172860847018,0.787878787879,0.333333333333,0.0635838150289,0.0466724286949,173,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2015,2016,2014,2015,B_model_FIFO3_equal,3504,33,3354,33,0.00983899821109,0.02,0.00403287354857,0.892773892774,0.0771755280453,0.163265306122,0.488306465998,0.242424242424,0.123076923077,0.613001230979,0.152679724685,0.0164217804667,0.757575757576,0.454545454545,0.0824175824176,0.0481129357534,182,0.89629812123,0.168293389952,0.214285714286,0.596908811007,0.363636363636,0.151898734177,0.671730858723,0.20322648569,0.0201746461909,0.636363636364,0.636363636364,0.0954545454545,0.0599217103282,220,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2016,2017,2015,2016,B_model_FIFO3_equal,3354,33,3191,29,0.00908806016923,0.09,0.00852233916521,0.900823957735,0.190631894849,0.315789473684,0.600201621339,0.363636363636,0.279069767442,0.677150912923,0.308085977482,0.00933453778982,0.636363636364,0.545454545455,0.105882352941,0.0457693465824,170,0.852417719034,0.279638203132,0.321428571429,0.555498117673,0.310344827586,0.333333333333,0.652326113983,0.315429345678,0.00569259962049,0.689655172414,0.48275862069,0.107692307692,0.0366856419987,130,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2017,2018,2016,2017,B_model_FIFO3_equal,3191,29,3014,21,0.00696748506967,0.14,0.00622420245782,0.881306026304,0.251943922627,0.372093023256,0.524727178188,0.275862068966,0.571428571429,0.636982267879,0.368355070711,0.00189753320683,0.724137931034,0.51724137931,0.0980392156863,0.0436432637571,153,0.890760981974,0.134009198327,0.2,0.435340765498,0.190476190476,0.210526315789,0.592732248262,0.194669427698,0.00501169395256,0.809523809524,0.52380952381,0.0802919708029,0.0420982292015,137,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2018,2019,2017,2018,B_model_FIFO3_equal,3014,21,2723,36,0.0132207124495,0.09,0.00473826192319,0.878080600767,0.152343780884,0.210526315789,0.435486926578,0.190476190476,0.235294117647,0.593066361192,0.205573810821,0.00434346809222,0.809523809524,0.571428571429,0.0769230769231,0.0481122619445,156,0.859229624116,0.186490612885,0.229508196721,0.439479096801,0.194444444444,0.28,0.593872761858,0.221067174671,0.00669892072944,0.805555555556,0.472222222222,0.111842105263,0.0502419054708,152,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,3
2009,2010,2008,2009,B_model_FIFO3_equal,3857,58,3743,23,0.00614480363345,0.02,0.0191107206047,0.838265060678,0.0822831240879,0.15873015873,0.573614815276,0.344827586207,0.103092783505,0.649513029745,0.138790470373,0.0458015267176,0.655172413793,0.362068965517,0.105527638191,0.0468544353777,199,0.780691912108,0.0451874433809,0.0597014925373,0.410987476619,0.173913043478,0.036036036036,0.572574801309,0.0500306170134,0.0287634408602,0.826086956522,0.173913043478,0.0353982300885,0.0293010752688,113,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2010,2011,2009,2010,B_model_FIFO3_equal,3743,23,3625,35,0.00965517241379,0.13,0.0150625705719,0.802734922861,0.0534506828427,0.186046511628,0.416131025505,0.173913043478,0.2,0.584805984105,0.181367127208,0.00430107526882,0.826086956522,0.347826086957,0.0444444444444,0.0462365591398,180,0.829844807004,0.0497554895888,0.0454545454545,0.168842410697,0.0285714285714,0.111111111111,0.513171508158,0.0416692893561,0.00222841225627,0.971428571429,0.2,0.0598290598291,0.0306406685237,117,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2011,2012,2010,2011,B_model_FIFO3_equal,3625,35,3513,25,0.00711642470823,0.02,0.0109614850953,0.838352566653,0.062952190583,0.119402985075,0.471993174426,0.228571428571,0.0808080808081,0.601611619578,0.106658034334,0.025348189415,0.771428571429,0.285714285714,0.0613496932515,0.0426183844011,163,0.893061926606,0.108915117675,0.151724137931,0.65287824286,0.44,0.0916666666667,0.704375,0.141613278107,0.03125,0.56,0.52,0.0663265306122,0.0524655963303,196,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2012,2013,2011,2012,B_model_FIFO3_equal,3513,25,3485,26,0.00746054519369,0.04,0.0165182556957,0.89880733945,0.137362214005,0.219512195122,0.595857257705,0.36,0.157894736842,0.673119266055,0.211713227869,0.0137614678899,0.64,0.48,0.102564102564,0.0301032110092,117,0.898002979963,0.158432565754,0.147368421053,0.514203275094,0.269230769231,0.101449275362,0.625653256833,0.138026852974,0.0179242555652,0.730769230769,0.423076923077,0.0714285714286,0.0413414281584,154,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2013,2014,2012,2013,B_model_FIFO3_equal,3485,26,3484,28,0.00803673938002,0.15,0.0123558277264,0.905174906042,0.202581244789,0.297872340426,0.517823407386,0.269230769231,0.333333333333,0.632591678342,0.293159929442,0.00404741254698,0.730769230769,0.538461538462,0.0833333333333,0.0445215380168,168,0.854838376323,0.102360170582,0.15,0.326900350697,0.107142857143,0.25,0.552269345238,0.145881402861,0.00260416666667,0.892857142857,0.357142857143,0.0806451612903,0.0329861111111,124,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2014,2015,2013,2014,B_model_FIFO3_equal,3484,28,3504,33,0.00941780821918,0.03,0.00740531785414,0.868716931217,0.124184664938,0.189189189189,0.497170815158,0.25,0.152173913043,0.619357638889,0.181006111895,0.0112847222222,0.75,0.428571428571,0.0697674418605,0.0462962962963,172,0.862645469387,0.0571780408754,0.0888888888889,0.345487030003,0.121212121212,0.0701754385965,0.552971373196,0.0778888182851,0.0152693748199,0.878787878788,0.333333333333,0.060773480663,0.0489772399885,181,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2015,2016,2014,2015,B_model_FIFO3_equal,3504,33,3354,33,0.00983899821109,0.01,0.00522719928995,0.878945025012,0.0675267202769,0.123287671233,0.514349753621,0.272727272727,0.0796460176991,0.621382362955,0.110317658681,0.0299625468165,0.727272727273,0.454545454545,0.0815217391304,0.0486891385768,184,0.891389048571,0.186756291666,0.228571428571,0.764065710757,0.606060606061,0.140845070423,0.784662341573,0.216053935572,0.0367359229148,0.393939393939,0.606060606061,0.0869565217391,0.063233965673,230,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2016,2017,2015,2016,B_model_FIFO3_equal,3354,33,3191,29,0.00908806016923,0.05,0.00536482036114,0.884134935625,0.175787705538,0.296296296296,0.599745367665,0.363636363636,0.25,0.676398127618,0.28799356439,0.0108401084011,0.636363636364,0.515151515152,0.0965909090909,0.0478771454381,176,0.866082139196,0.239210727821,0.290909090909,0.523728647924,0.275862068966,0.307692307692,0.635084734673,0.284763530406,0.00569259962049,0.724137931034,0.551724137931,0.0833333333333,0.055660974067,192,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2017,2018,2016,2017,B_model_FIFO3_equal,3191,29,3014,21,0.00696748506967,0.08,0.00639290548861,0.865907653384,0.253893639336,0.326530612245,0.524228150802,0.275862068966,0.4,0.636033501276,0.321496916862,0.00379506641366,0.724137931034,0.551724137931,0.101265822785,0.044908285895,158,0.894706696578,0.119159579887,0.166666666667,0.434755629796,0.190476190476,0.148148148148,0.591395796541,0.160083044211,0.00768459739392,0.809523809524,0.380952380952,0.0615384615385,0.0407617774808,130,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
2018,2019,2017,2018,B_model_FIFO3_equal,3014,21,2723,36,0.0132207124495,0.03,0.00452273059636,0.889169968021,0.128374278608,0.181818181818,0.531028542607,0.285714285714,0.133333333333,0.636341940719,0.173969974725,0.0130304042766,0.714285714286,0.571428571429,0.0745341614907,0.0497828265954,161,0.874426249845,0.2400793137,0.315789473684,0.640190355949,0.416666666667,0.254237288136,0.700145763553,0.304366110275,0.0163751395608,0.583333333333,0.555555555556,0.121212121212,0.0539635280983,165,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek,5
