sampling,fold,model,n_train,n_train_sampled,n_val_tune,n_test,threshold,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error,tune_val_auc,tune_best_params
none,0,lr,4000,4000,0,4000,0.5,0.634896630241707,0.24774774774774774,0.5841416129186912,0.4966139954853273,0.16504126031507876,0.3129041326960922,0.5033860045146726,,
none,0,rf,4000,4000,0,4000,0.5,0.6359415288329183,0.0,0.0,0.0,0.0,0.0,1.0,,
none,0,xgb,4000,4000,0,4000,0.5,0.5801240170559943,0.16049382716049382,0.33516036276987343,0.11738148984198646,0.25365853658536586,0.04301377565364071,0.8826185101580135,,
none,0,lgbm,4000,4000,0,4000,0.5,0.6067437050650769,0.09541284403669725,0.23965963299632445,0.05869074492099323,0.2549019607843137,0.02136631993252741,0.9413092550790068,,
none,1,lr,4000,4000,0,4000,0.5,0.6359844236046993,0.25,0.5856174213051882,0.49321266968325794,0.1674347158218126,0.3046655424395728,0.5067873303167421,,
none,1,rf,4000,4000,0,4000,0.5,0.6360146276697214,0.004514672686230248,0.04756514941544941,0.0022624434389140274,1.0,0.0,0.997737556561086,,
none,1,xgb,4000,4000,0,4000,0.5,0.605401377051015,0.13416536661466458,0.3049911769496588,0.09728506787330317,0.21608040201005024,0.04384485666104553,0.9027149321266968,,
none,1,lgbm,4000,4000,0,4000,0.5,0.6038441190459839,0.10661764705882353,0.2535048564448095,0.06561085972850679,0.28431372549019607,0.020517144463181564,0.9343891402714932,,
