sampling,model,AUC_mean,AUC_std,F1_mean,F1_std,G_Mean_mean,G_Mean_std,Recall_mean,Recall_std,Precision_mean,Precision_std,Type1_Error_mean,Type1_Error_std,Type2_Error_mean,Type2_Error_std
none,lgbm,0.6052939120555304,0.0020503169367343766,0.1010152455477604,0.007922992198805004,0.246582244720567,0.00979005138746678,0.06215080232475001,0.004893260106982279,0.2696078431372549,0.02079725827019258,0.020941732197854487,0.000600457732791718,0.93784919767525,0.004893260106982259
none,lr,0.6354405269232031,0.000769186063501658,0.24887387387387389,0.0015925828405102358,0.5848795171119396,0.0010435541178241013,0.4949133325842926,0.002405100539668002,0.1662379880684457,0.0016924286192797715,0.3087848375678325,0.0058255630378022906,0.5050866674157073,0.0024051005396681
none,rf,0.6359780782513198,5.1688683200335244e-05,0.002257336343115124,0.0031923556712710947,0.023782574707724706,0.03363363969981562,0.0011312217194570137,0.0015997890977071214,0.5,0.7071067811865476,0.0,0.0,0.998868778280543,0.0015997890977071155
none,xgb,0.5927626970535047,0.017873792662972714,0.14732959688757918,0.01861703299015832,0.32007576985976616,0.021332835876350802,0.10733327885764482,0.014210316251642267,0.23486946929770805,0.026571753782546333,0.04342931615734312,0.0005876630160512984,0.8926667211423551,0.01421031625164233
