new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.1982,0.1731,0.1782,0.1907,0.1851
6yr,0.1863,0.1839,0.1948,0.1802,0.1863
5yr,0.1824,0.2032,0.2063,0.1788,0.1927
4yr,0.1613,0.1710,0.2099,0.1819,0.1810
3yr,0.2081,0.2012,0.2085,0.1962,0.2035
2yr,0.1860,0.1891,0.1823,0.2316,0.1973
1yr,0.1549,0.1601,0.1669,0.1581,0.1600
avg,0.1824,0.1831,0.1924,0.1882,0.1865
