old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2152,0.2191,0.2194,0.2195,0.2183
2yr,0.2288,0.2310,0.2297,0.2397,0.2323
3yr,0.2371,0.2407,0.2444,0.2404,0.2407
4yr,0.2460,0.2447,0.2453,0.2431,0.2448
5yr,0.2540,0.2505,0.2536,0.2504,0.2521
6yr,0.2499,0.2548,0.2566,0.2495,0.2527
7yr,0.2566,0.2534,0.2568,0.2553,0.2555
avg,0.2411,0.2420,0.2437,0.2426,0.2423
