new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2619,0.2561,0.2604,0.2631,0.2604
6yr,0.2611,0.2582,0.2645,0.2611,0.2612
5yr,0.2563,0.2634,0.2681,0.2616,0.2623
4yr,0.2494,0.2524,0.2527,0.2597,0.2536
3yr,0.2474,0.2592,0.2554,0.2598,0.2554
2yr,0.2509,0.2474,0.2587,0.2477,0.2512
1yr,0.2354,0.2417,0.2423,0.2446,0.2410
avg,0.2518,0.2541,0.2574,0.2568,0.2550
