old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5617,0.5636,0.5600,0.5289,0.5536
2yr,0.5811,0.5732,0.5781,0.5891,0.5804
3yr,0.5678,0.5891,0.5815,0.5941,0.5831
4yr,0.5968,0.5930,0.5896,0.5990,0.5946
5yr,0.5923,0.6022,0.5759,0.6026,0.5932
6yr,0.5656,0.5978,0.5848,0.6070,0.5888
7yr,0.5470,0.5780,0.5936,0.6125,0.5828
avg,0.5732,0.5853,0.5805,0.5905,0.5824
