old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5293,0.5016,0.4762,0.3650,0.4680
2yr,0.5621,0.4868,0.5228,0.5284,0.5250
3yr,0.4444,0.5224,0.4739,0.5579,0.4997
4yr,0.5381,0.5238,0.5044,0.5750,0.5353
5yr,0.4873,0.5441,0.4352,0.5473,0.5035
6yr,0.4130,0.5062,0.4559,0.5842,0.4898
7yr,0.3623,0.4416,0.4845,0.5801,0.4671
avg,0.4766,0.5038,0.4790,0.5340,0.4984
