new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.5606,0.5952,0.5957,0.5772,0.5822
6yr,0.5808,0.5777,0.5729,0.5934,0.5812
5yr,0.5760,0.5557,0.5617,0.5976,0.5727
4yr,0.6021,0.5897,0.5218,0.5861,0.5749
3yr,0.5127,0.5490,0.5295,0.5588,0.5375
2yr,0.5549,0.5406,0.5825,0.4881,0.5415
1yr,0.5780,0.5840,0.5708,0.5957,0.5821
avg,0.5664,0.5703,0.5621,0.5710,0.5675
