old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5911,0.5950,0.6015,0.6103,0.5995
2yr,0.6191,0.6205,0.6189,0.6330,0.6229
3yr,0.6303,0.6354,0.6367,0.6403,0.6357
4yr,0.6373,0.6378,0.6422,0.6421,0.6399
5yr,0.6491,0.6524,0.6530,0.6556,0.6525
6yr,0.6558,0.6535,0.6541,0.6571,0.6551
7yr,0.6549,0.6553,0.6569,0.6599,0.6567
avg,0.6339,0.6357,0.6376,0.6426,0.6375
