new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.3862,0.4919,0.4832,0.4241,0.4464
6yr,0.4365,0.4329,0.4116,0.4739,0.4387
5yr,0.4310,0.3743,0.3826,0.4868,0.4187
4yr,0.5501,0.4818,0.3175,0.4541,0.4509
3yr,0.3050,0.3641,0.3295,0.3844,0.3458
2yr,0.3853,0.3576,0.4453,0.2663,0.3636
1yr,0.4905,0.4928,0.4421,0.5395,0.4912
avg,0.4264,0.4279,0.4017,0.4327,0.4222
