old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.4707,0.4984,0.5238,0.6350,0.5320
2yr,0.4379,0.5132,0.4772,0.4716,0.4750
3yr,0.5556,0.4776,0.5261,0.4421,0.5003
4yr,0.4619,0.4762,0.4956,0.4250,0.4647
5yr,0.5127,0.4559,0.5648,0.4527,0.4965
6yr,0.5870,0.4938,0.5441,0.4158,0.5102
7yr,0.6377,0.5584,0.5155,0.4199,0.5329
avg,0.5234,0.4962,0.5210,0.4660,0.5016
