new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.1862,0.2799,0.2654,0.2144,0.2365
6yr,0.2273,0.2289,0.2027,0.2569,0.2289
5yr,0.2302,0.1749,0.1754,0.2664,0.2117
4yr,0.3409,0.2782,0.1424,0.2434,0.2512
3yr,0.1383,0.1723,0.1491,0.1877,0.1618
2yr,0.2009,0.1828,0.2380,0.1052,0.1817
1yr,0.3189,0.3080,0.2629,0.3422,0.3080
avg,0.2347,0.2321,0.2051,0.2309,0.2257
