,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
DES_baseline,0.6349578187475453,0.15857826384142173,0.32242547848296416,0.1070604522381172,0.30566534914361,0.028976741628635838,0.8929395477618828
DES_time_weighted,0.6573805018869114,0.14020462296324365,,0.0853714813105676,0.3919491525423729,,
DES_minority_weighted,0.6569477825723223,0.15980113636363635,,0.10383017997231195,0.34668721109399075,,
DES_combined,0.656302611116238,0.16181689141234917,,0.10521458237194278,0.35023041474654376,,
